"Entity Name","Alternative Form of Name","Project ID","LOD ID","Entity Location","Entity Location - Object ID",Entity_Acronym,"[Related Entity] Sub-Object ID","[Related Entity] Sub Entity","[Related Entity] Sub Entity - Object ID","[Related Entity] Main Entity","[Related Entity] Main Entity - Object ID","[Related Entity] Affiliated Entity","[Related Entity] Affiliated Entity - Object ID","[Located] Sub-Object ID","[Located] Location Reference","[Located] Location Reference - Object ID","[Located] Geometry","[Located] Located"
"Krzyż Nowohucki",,00521,,,,,16407616,,,,,,,16406002,,,,Kraków
"KS NZS SGGW [Komitet Strajkowy Niezależnego Zrzeszenia Studentów Szkoły Głównej Gospodarstwa Wiejskiego]",,00522,,,,,16407617,,,,,,,16406003,,,,Warszawa
"Książnica Literacka",,00523,,,,,16407618,,,,,,,16406004,,,,Warszawa
"Księgarnia Nasza",,00524,,,,,16407619,,,,,,,16406005,,,,Łódź
"Księgarnia Polska",,00525,,,,,16407620,,,,,,,16406006,,,,"S. l."
"Księgarnia św[iętego] Stanisława",,00526,,,,,16407621,,,,,,,16406007,,,,"S. l."
KSN,,00527,,,,,16407622,,,,,,,16406008,,,,Warszawa
"KSS ""KOR""",,00528,,,,,16407623,,,,,,,16406009,,,,Warszawa
Kształt,,00529,,,,,16407624,,,,,,,16406010,,,,"s. l.|Gdańsk"
"KTW-Karkonoskie Towarzystwo Wydawnicze|KTW [Krakowskie Towarzystwo Wydawnicze]",,00530,,,,,16407625,,,,,,,16406011,,,,"Jelenia Góra|Kraków"
Kultura,,00531,,,,,16407626,,,,,,,,,,,
"Kuria Metropolitalna Warszawska. Wydział Duszpasterstwa",,00532,,,,,16407627,,,,,,,16406012,,,,Warszawa
Kurs,,00533,,,,,16407628,,,,,,,16406013,,,,"Łódź Warszawa|Warszawa"
Kwadrat,,00534,,,,,16407629,,,,,,,16406014,,,,Toruń
"KZ NSZZ ""Solidarność"" przy WSM|KZ NSZZ [Komisja Zakładowa Niezależnego Samorządnego Związku Zawodowego] ""S"" WSM [Wyższej Szkoły Morskiej]",,00535,,,,,16407630,,,,,,,16406015,,,,Gdynia
"KZ NSZZ [Komisja Zakładowa Niezależnego Samorządnego Związku Zawodowego] ""Solidarność""",,00536,,,,,16407631,,,,,,,16406016,,,,Warszawa
L,,00537,,,,,16407632,,,,,,,16406017,,,,Kraków
"Labour Party (Velká Británie)",,00538,,,,,16407633,,,,,,,,,,,
"Latający uniwersytet",,00539,,,,,16407634,,,,,,,,,,,
Latarnia,,00540,,,,,16407635,,,,,,,16406018,,,,Gdynia
Lech,,00541,,,,,16407636,,,,,,,16406019,,,,Piła
Lector,,00542,,,,,16407637,,,,,,,16406020,,,,Rzeszów
Leopolis,,00543,,,,,16407638,,,,,,,16406021,,,,Katowice
"Liberalno-Demokratyczna Partia ""Niepodległość""",,00544,,,,,16407639,,,,,,,,,,,
Libert'e,,00545,,,,,16407640,,,,,,,16406022,,,,Kraków
Liberta,,00546,,,,,16407641,,,,,,,16406023,,,,Warszawa
"Libertas|""Libertas"" [z zalecenia Rady Wydawniczej NSZZ - Niezależnego Samorządnego Zwiazku Zawodowego ""Solidarność"" Małopolska]",,00547,,,,,16407642,,,,,,,16406024,,,,Krak.|Kraków
Liberte,,00548,,,,,16407643,,,,,,,16406025,,,,Kraków
Libra,,00549,,,,,16407644,,,,,,,16406026,,,,Kraków
Libraria,,00550,,,,,16407645,,,,,,,16406027,,,,"S. l."
"Liceum Ogólnokształcące im. Tadeusza Rejtana",,00551,,,,,16407646,,,,,,,,,,,
"Literacka Oficynka Sitowa",,00552,,,,,16407647,,,,,,,16406028,,,,Kraków
"Literatura i Film",,00553,,,,,16407648,,,,,,,16406029,,,,Łódź
Litery,,00554,,,,,16407649,,,,,,,16406030,,,,Gdańsk
Litery,,00555,,,,,16407650,,,,,,,16406031,,,,Łódź
Lithuana|Lithuania,,00556,,,,,16407651,,,,,,,16406032,,,,"Lublin|S. l."
Logos,,00557,,,,,16407652,,,,,,,16406033,,,,Warszawa
Logos,,00558,,,,,16407653,,,,,,,16406034,,,,Kraków
"LONT-Literacka Oficyna Niezależnych Twórców",,00559,,,,,16407654,,,,,,,16406035,,,,Wrocław
Los,,00560,,,,,16407655,,,,,,,16406036,,,,Warszawa
"LOS [Łódź] ""Księgarnia Nasza""",,00561,,,,,16407656,,,,,,,16406037,,,,Warszawa
"LOS ON [Oświata Niezależna]",,00562,,,,,16407657,,,,,,,16406038,,,,Warszawa
Lotnia,,00563,,,,,16407658,,,,,,,16406039,,,,Lublin
Lotnia,,00564,,,,,16407659,,,,,,,16406040,,,,Ełk
"Lubelska Oficyna Studentów",,00565,,,,,16407660,,,,,,,16406041,,,,Lublin
"Łódzki Zespół Oświaty Niezależnej|Łódzki Zespół Oświaty Niezależnej ""Solidarność Walcząca""",,00566,,,,,16407661,,,,,,,16406042,,,,Łódź
"Łódzkie Wydaw. Historyczne",,00567,,,,,16407662,,,,,,,16406043,,,,Łódź
Łódź,,00568,,,,,16407663,,,,,,,16406044,,,,Łódź
ŁZON,,00569,,,,,16407664,,,,,,,16406045,,,,Łódź
"M 1",,00570,,,,,16407665,,,,,,,16406046,,,,Warszawa
Majegret,,00571,,,,,16407666,,,,,,,16406047,,,,"s. l."
Mała,,00572,,,,,16407667,,,,,,,16406048,,,,"S. l.|Łódź"
"Mała Spółdzielnia Wydawnicza",,00573,,,,,16407668,,,,,,,16406049,,,,Warszawa
"Małopolski Komitet Walki o Praworządność",,00574,,,,,16407669,,,,,,,16406050,,,,Kraków
Maraton,,00575,,,,,16407670,,,,,,,16406051,,,,Warszawa
Margines,,00576,,,,,16407671,,,,,,,16406052,,,,Warszawa
Margines,,00577,,,,,16407672,,,,,,,16406053,,,,Kraków
Mazowsze,,00578,,,,,16407673,,,,,,,16406054,,,,Warsz.|Warszawa
"MCH Band",,00579,,,,,16407674,,,,,,,,,,,
Medium,,00580,,,,,16407675,,,,,,,16406055,,,,L[ublin]
"Melina Wydawnicza",,00581,,,,,16407676,,,,,,,16406056,,,,"S. l."
Metrum,,00582,,,,,16407677,,,,,,,16406057,,,,Siedlce
Michał,,00583,,,,,16407678,,,,,,,16406058,,,,s.l.|S.l.
"Miecz i Lemiesz",,00584,,,,,16407679,,,,,,,16406059,,,,Warszawa
"Miesięcznik Małopolski",,00585,,,,,16407680,,,,,,,16406060,,,,Kraków
"Międzynarodowa Organizacja Pracy",,00586,,,,,16407681,,,,,,,,,,,
"Międzyszkolny Komitet Oporu",,00587,,,,,16407682,,,,,,,16406061,,,,Wrocław
"Międzyuczelniany Opozycyjny Ruch Studencki",,00588,,,,,16407683,,,,,,,16406062,,,,Warszawa
"Międzywydziałowe Koło Naukowe ""Wiedza""",,00589,,,,,16407684,,,,,,,,,,,
"Międzyzakładova [i. e Międzyzakładowa] Struktura Solidarności ""V""|Międzyzakładowa Struktura ""Solidarności""|Międzyzakładowa Struktura ""Solidarności"" V|Międzyzakładowa Struktura Solidarności|Międzyzakładowa Struktura Solidarności ""V""",,00590,,,,,16407685,,,,,,,16406063,,,,Warszawa|Warsz.
"Międzyzakładowa Oficyna Wydawnicza - ""Mowa""|Międzyzakładowa Oficyna Wydawnicza ""Mowa""",,00591,,,,,16407686,,,,,,,16406064,,,,Łódź
"Międzyzakładowy Komitet Pomocy ""Byliśmy, Jesteśmy, Będziemy"" NSZZ [Niezależnego Samorządnego Związku Zawodowego] ""Solidarność""",,00592,,,,,16407687,,,,,,,16406065,,,,Łódź
"Międzyzakładowy Komitet Założycielski ""Małopolska"" ""Ość""",,00593,,,,,16407688,,,,,,,16406066,,,,Kraków
Miś,,00594,,,,,16407689,,,,,,,16406067,,,,Lublin
"MK ""S"" [Międzyzakładowy Komitet ""Solidarność",,00595,,,,,16407690,,,,,,,16406068,,,,Kraków
"mkk|MKK|MKK [Międzyzakładowa Komisja Koordynacyjna]|MKK [Międzyzakładowa Komisja Koordynacyjna]-""Wola""",,00596,,,,,16407691,,,,,,,16406069,,,,"s. l.|Warsz.|Warszawa"
MKKW,,00597,,,,,16407692,,,,,,,16406070,,,,Warszawa
"MKR|MKR ""Solidarność""",,00598,,,,,16407693,,,,,,,16406071,,,,Rzesz.
"MKS [Międzyzakładowy Komitet Strajkowy]",,00599,,,,,16407694,,,,,,,16406072,,,,Kraków
"MKW NSZZ [Międzyzakładowy Komitet Wykonawczy Niezależnego Samorządnego Związku Zawodowego] ""Solidarność"" Niezależne Warsztaty Wydawnicze",,00600,,,,,16407695,,,,,,,16406073,,,,Lubin
"MKZ [Międzyzakłady Komitet Założycielski] ""Wielkopolska""",,00601,,,,,16407696,,,,,,,16406074,,,,"S. l."
"MKZ NSZZ - Międzyzakładowy Komitet Założycielski Niezależnego Samorządnego Związku Zawodowego ""Solidarność""",,00602,,,,,16407697,,,,,,,16406075,,,,Radom
"MKZ NSZZ ""Solidarność""",,00603,,,,,16407698,,,,,,,16406076,,,,Łódź
"MKZ NSZZ [Międzyzakładowy Komitet Założycielski Niezależnego Samorządnego Związku Zawodowego] ""Solidarność""",,00604,,,,,16407699,,,,,,,16406077,,,,Wrocław
"MKZ NSZZ [Międzyzakładowy Komitet Założycielski Niezależnego Samorządnego Związku Zawodowego] ""Solidarność""",,00605,,,,,16407700,,,,,,,16406078,,,,"S. l."
"MKZ NSZZ [Międzyzakładowy Komitet Założycielski Niezależnego Samorządnego Związku Zawodowego] ""Solidarność"" Ziemi Łódzkiej",,00606,,,,,16407701,,,,,,,16406079,,,,Łódź
"MKZ NSZZ [Międzyzakładowy Komitet Założycielski Niezależnego Samorządnego Związku Zawodowego] ""Solidarność""|MKZ NSZZ [Międzyzakładowy Komitet Założycielski Niezależnego Samorządnego Związku Zawodowego] ""Solidarność"" Regionu Bydgoskiego|MKZ NSZZ [Międzyzakładowy Komitet Założycielski Niezależnego Samorządnego Związku] ""Solidarność""",,00607,,,,,16407702,,,,,,,16406080,,,,Bydgoszcz
"Młoda Polska",,00608,,,,,16407703,,,,,,,16406081,,,,Warszawa
"Młoda Polska",,00609,,,,,16407704,,,,,,,16406082,,,,Gdańsk
"Młoda Polska",,00610,,,,,16407705,,,,,,,16406083,,,,Lublin
"Młoda Polska",,00611,,,,,16407706,,,,,,,16406084,,,,"S. l."
"Młoda Polska",,00612,,,,,16407707,,,,,,,16406085,,,,Łódź
"Młoda Polska",,00613,,,,,16407708,,,,,,,,,,,
"Młodzieżowa Oficyna Literacka",,00614,,,,,16407709,,,,,,,16406086,,,,Bydgoszcz
"Młodzieżowa Spółdzielnia Wydawnicza",,00615,,,,,16407710,,,,,,,16406087,,,,Warszawa
"Młodzieżowe Piwnice Wydawnicze MPW",,00616,,,,,16407711,,,,,,,16406088,,,,Wrocław
Młynek,,00617,,,,,16407712,,,,,,,16406089,,,,Warszawa
MN,,00618,,,,,16407713,,,,,,,16406090,,,,Szczecin
MN,,00619,,,,,16407714,,,,,,,16406091,,,,Warszawa
"Morava [samizdat]",,00620,,,,,16407715,,,,,,,16406092,,,,Olomouc
Most,,00621,,,,,16407716,,,,,,,16406093,,,,Warszawa
"Most Prawy Margines",,00622,,,,,16407717,,,,,,,16406094,,,,Warszawa
"Motyl - Młodzieżowa Oficyna Twórczości Literackiej",,00623,,,,,16407718,,,,,,,16406095,,,,Gdańsk
"MOWA - Medyczna Oficyna Wydawnicza",,00624,,,,,16407719,,,,,,,16406096,,,,Kraków
"Mowa|""Mowa"" - Młodzieżowa Oficyna Wydawnicza",,00625,,,,,16407720,,,,,,,16406097,,,,"S. l."
MP,,00626,,,,,16407721,,,,,,,16406098,,,,Kraków
MP,,00627,,,,,16407722,,,,,,,16406099,,,,Wroc.
"MP [""Młoda Polska",,00628,,,,,16407723,,,,,,,16406100,,,,Gdańsk
"MRK ""S"" [Międzyzakładowy Robotniczy Komitet ""Solidarność]",,00629,,,,,16407724,,,,,,,16406101,,,,Warszawa
MRN,,00630,,,,,16407725,,,,,,,16406102,,,,"S. l."
"Mrtvá dlažba (hudební skupina)",,00631,,,,,16407726,,,,,,,,,,,
"MSS-Międzyzakładowa Struktura ""Solidarności""|MSS - Międzyzakładowa Struktura ""Solidarności""",,00632,,,,,16407727,,,,,,,16406103,,,,Warszawa
Mur,,00633,,,,,16407728,,,,,,,16406104,,,,Gdańsk
My,,00634,,,,,16407729,,,,,,,16406105,,,,Warszawa
"Mysia 5",,00635,,,,,16407730,,,,,,,16406106,,,,Warszawa
Myśl,,00636,,,,,16407731,,,,,,,16406107,,,,"Warsz.|s. l.|Warszawa"
"Myśl Niezależna",,00637,,,,,16407732,,,,,,,16406108,,,,"s. l."
"Myśl Państwowa",,00638,,,,,16407733,,,,,,,16406109,,,,Warszawa
"Myśl Państwowa",,00639,,,,,16407734,,,,,,,16406110,,,,Kraków
"Myśl Państwowa Niepodległość",,00640,,,,,16407735,,,,,,,16406111,,,,Warszawa
"Myśl Stop",,00641,,,,,16407736,,,,,,,16406112,,,,Warszawa
"Myśl""",,00642,,,,,16407737,,,,,,,16406113,,,,Warszawa
N,,00643,,,,,16407738,,,,,,,16406114,,,,Kraków
N'99,,00644,,,,,16407739,,,,,,,16406115,,,,Warszawa
Nadzieja,,00645,,,,,16407740,,,,,,,16406116,,,,Warszawa
"NAF [Niezależna Agencja Fotograficzna] ""Kwadrat""",,00646,,,,,16407741,,,,,,,16406117,,,,Wrocław
"nakł. autora",,00647,,,,,16407742,,,,,,,16406118,,,,"Podkowa Leśna"
"nakł. autora",,00648,,,,,16407743,,,,,,,16406119,,,,Warszawa
"nakł. autora",,00649,,,,,16407744,,,,,,,16406120,,,,Gdańsk
"nakł. autora przy współpr. WIW [Wielkopolskiej Inicjatywy Wydawniczej]",,00650,,,,,16407745,,,,,,,16406121,,,,Poznań
"nakł. KPN [Konfederacji Polski Niepodległej]",,00651,,,,,16407746,,,,,,,16406122,,,,Warszawa
"Nakładem Oficyny ""Szaniec""",,00652,,,,,16407747,,,,,,,16406123,,,,Łódź
"Narodowe Odrodzenie Polski",,00653,,,,,16407748,,,,,,,16406124,,,,Warszawa
"Nasza Przyszłość",,00654,,,,,16407749,,,,,,,16406125,,,,Bydgoszcz
"Nauczycielska Oficyna Solidarności",,00655,,,,,16407750,,,,,,,16406126,,,,Lublin
Nawa,,00656,,,,,16407751,,,,,,,16406127,,,,Warszawa
"NAWA - Niezależna Agencja Wydawnicza Solidarności Walczącej",,00657,,,,,16407752,,,,,,,16406128,,,,"Wrocław ?"
Nawias,,00658,,,,,16407753,,,,,,,16406129,,,,Warszawa
Neutrino,,00659,,,,,16407754,,,,,,,16406130,,,,Warszawa
NIE,,00660,,,,,16407755,,,,,,,16406131,,,,"Poznań Łódź"
NIE,,00661,,,,,16407756,,,,,,,16406132,,,,Warszawa
"NIE - [Niezależna Inicjatywa Edytorska]|NIE - Niezależna Inicjatywa Edytorska",,00662,,,,,16407757,,,,,,,16406133,,,,Wrocław
"NIE przy współpr. Wydaw. im. Konstytucji 3 Maja",,00663,,,,,16407758,,,,,,,16406134,,,,Warszawa
Niepodległość,,00664,,,,,16407759,,,,,,,16406135,,,,"s. l.|Warsz.|Warszawa"
"Niepodległość ; Prawy Margines",,00665,,,,,16407760,,,,,,,16406136,,,,Warsz.
"Niepodległość Maraton",,00666,,,,,16407761,,,,,,,16406137,,,,Warszawa
"Niezależna Agencja Fotograficzna - Fotonowa",,00667,,,,,16407762,,,,,,,16406138,,,,Warszawa
"Niezależna Agencja Fotograficzna Dementi",,00668,,,,,16407763,,,,,,,16406139,,,,Wrocław
"Niezależna Agencja Informacyjna",,00669,,,,,16407764,,,,,,,16406140,,,,Wroc.
"Niezależna Agencja Wydawnicza ""Solidarności Walczącej""",,00670,,,,,16407765,,,,,,,16406141,,,,Warszawa
"Niezależna Biblioteka Krakowska",,00671,,,,,16407766,,,,,,,16406142,,,,Kraków
"Niezależna Druk. KPWzP [Komitetu Pomocy Więzionym za Przekonania]",,00672,,,,,16407767,,,,,,,16406143,,,,Krak.
"Niezależna Fonoteka w Poznaniu",,00673,,,,,16407768,,,,,,,16406144,,,,Poznań
"Niezależna Grupa ""Non Violance""",,00674,,,,,16407769,,,,,,,16406145,,,,Wrocław
"Niezależna Inicjatywa Wydawnicza",,00675,,,,,16407770,,,,,,,16406146,,,,Warszawa
"Niezależna Inicjatywa Wydawnicza ""Niva""",,00676,,,,,16407771,,,,,,,16406147,,,,Warszawa
"Niezależna Oficyna",,00677,,,,,16407772,,,,,,,16406148,,,,Warszawa
"Niezależna Oficyna Fotograficzna Fotonowa",,00678,,,,,16407773,,,,,,,16406149,,,,Warszawa
"Niezależna Oficyna Studentów",,00679,,,,,16407774,,,,,,,16406150,,,,Kraków
"Niezależna Oficyna Studentów ""Czekając""",,00680,,,,,16407775,,,,,,,16406151,,,,Kraków
"Niezależna Oficyna Wydawnicza",,00681,,,,,16407776,,,,,,,16406152,,,,Kielce-Piaski
"Niezależna Oficyna Wydawnicza",,00682,,,,,16407777,,,,,,,16406153,,,,Warszawa
"Niezależna Oficyna Wydawnicza",,00683,,,,,16407778,,,,,,,16406154,,,,"S. l."
"Niezależna Oficyna Wydawnicza",,00684,,,,,16407779,,,,,,,,,,,
"Niezależna Oficyna Wydawnicza ""N[owa""] 2|Niezależna Oficyna Wydawnicza ""Nowa"" 2|Niezależna Oficyna Wydawnicza ""Nowa""2",,00685,,,,,16407780,,,,,,,16406155,,,,Warszawa
"Niezależna Oficyna Wydawnicza ""Nowa|Niezależna Oficyna Wydawnicza ""Nowa""|Niezależna Oficyna Wydawnicza ""Nowa"". Niezależna Spółdzielnia Wydawnicza 1|Niezależna Oficyna Wydawnicza ""Nowa"". Niezależna Spółdzielnia Wydawnicza 1.|Niezależna Oficyna Wydawnicza""N[owa|Niezależna Oficyna Wydawnicza] ""Nowa|Niezależna Oficyna Wydawnicza] ""Nowa""",,00686,,,,,16407781,,,,,,,16406156,,,,Warszawa
"Niezależna Oficyna Wydawnicza ""Pokolenie""",,00687,,,,,16407782,,,,,,,16406157,,,,Warszawa
"Niezależna Oficyna Wydawnicza ""Soż""",,00688,,,,,16407783,,,,,,,16406158,,,,Warszawa
"Niezależna Oficyna Wydawnicza [w Zakładzie Karnym]",,00689,,,,,16407784,,,,,,,16406159,,,,Kielce-Piaski
"Niezależna Oficyna Wydawnicza 2.",,00690,,,,,16407785,,,,,,,16406160,,,,Warszawa
"Niezależna Oficyna Wydawnicza Gdańskiego Ruchu Oporu Młodzieży ""Pokolenie""",,00691,,,,,16407786,,,,,,,16406161,,,,Gdańsk
"Niezależna Oficyna Wydawnicza Hutników HL",,00692,,,,,16407787,,,,,,,16406162,,,,Kraków
"Niezależna Oficyna Wydawnicza im. ""Bohaterów 31 Sierpnia 1982 r."" KSS-Komitet Samoobrony Studenckiej ""Zwyciężymy""",,00693,,,,,16407788,,,,,,,16406163,,,,Wrocław
"Niezależna Oficyna Wydawnicza im. Armii Krajowej",,00694,,,,,16407789,,,,,,,16406164,,,,Warszawa
"Niezależna Oficyna Wydawnicza N[owa] 1 Bis",,00695,,,,,16407790,,,,,,,16406165,,,,Warszawa
"Niezależna Oficyna Wydawnicza Oficyna WE",,00696,,,,,16407791,,,,,,,16406166,,,,Warszawa
"Niezależna Oficyna Wydawnicza ON [Oświata Niezależna]",,00697,,,,,16407792,,,,,,,16406167,,,,Warszawa
"Niezależna Oficyna Wydawnicza SOŻ",,00698,,,,,16407793,,,,,,,16406168,,,,Warszawa
"Niezależna Oficyna Wydawnicza Stara",,00699,,,,,16407794,,,,,,,16406169,,,,Warszawa
"Niezależna Oficyna Wydawnicza w Lesie Liściastym",,00700,,,,,16407795,,,,,,,16406170,,,,"S. l."
"Niezależna Oficyna Wydawnicza. Niezależna Spółdzielnia Wydawnicza 1.|Niezależna Spółdz. Wydawnicza 1|Niezależna Spółdzielnia Wydawnicza 1|Niezależna Spółdzielnia Wydawnicza 1.",,00701,,,,,16407796,,,,,,,16406171,,,,Warszawa|Warsz.
"Niezależne Pismo Społeczno-Polityczne ""Dokumenty i Analizy""",,00702,,,,,16407797,,,,,,,16406172,,,,Kraków
"Niezależne Studio Fotograficzne",,00703,,,,,16407798,,,,,,,16406173,,,,Łódź
"Niezależne Studio Fotograficzne ""Łódź""",,00704,,,,,16407799,,,,,,,16406174,,,,Łódź
"Niezależne Warsztaty Wydawnicze",,00705,,,,,16407800,,,,,,,16406175,,,,Lubin
"Niezależne Wydaw.",,00706,,,,,16407801,,,,,,,16406176,,,,Warszawa
"Niezależne Wydaw. ""Wolna Myśl""",,00707,,,,,16407802,,,,,,,16406177,,,,Gdańsk
"Niezależne Wydaw. Chłopskie",,00708,,,,,16407803,,,,,,,16406178,,,,"S. l.|Warszawa"
"Niezależne Wydaw. Chłopskie",,00709,,,,,16407804,,,,,,,16406179,,,,Warszawa
"Niezależne Wydaw. Chłopskie. Oddział",,00710,,,,,16407805,,,,,,,16406180,,,,Rzeszów
"Niezależne Wydaw. Harcerskie",,00711,,,,,16407806,,,,,,,16406181,,,,Warszawa
"Niezależne Wydaw. Harcerskie ""Unia""",,00712,,,,,16407807,,,,,,,16406182,,,,Warszawa
"Niezależne Wydaw. Harcerskie ON [Oświata Niezależna]",,00713,,,,,16407808,,,,,,,16406183,,,,Warszawa
"Niezależne Wydaw. im. Gnębona Puczymordy",,00714,,,,,16407809,,,,,,,16406184,,,,Wrocław
"Niezależne Wydaw. im. St. Brzozowskiego",,00715,,,,,16407810,,,,,,,16406185,,,,Załęże
"Niezależne Wydaw. Jednego Wydawcy",,00716,,,,,16407811,,,,,,,16406186,,,,Kraków
"Niezależne Wydaw. Kopalń Śląskich",,00717,,,,,16407812,,,,,,,16406187,,,,Katowice
"Niezależne Wydaw. Literackie",,00718,,,,,16407813,,,,,,,16406188,,,,Kraków
"Niezależne Wydaw. Młodzieżowe ""Wprost""",,00719,,,,,16407814,,,,,,,16406189,,,,Gdańsk
"Niezależne Zrzeszenie Robotnicze ""Solidarność""",,00720,,,,,16407815,,,,,,,16406190,,,,Warszawa
"Niezależne Zrzeszenie Studentów",,00721,,,,,16407816,,,,,,,,,,,
"Niezależne Zrzeszenie Studentów",,00722,,,,,16407817,"Krakowska Komisja Wykonawcza",9901575,,,,,,,,,
"Niezależne Zrzeszenie Studentów [Uniwersytetu Warszawskiego] we współpr. z Niezależną Oficyną Wydawniczą",,00723,,,,,16407818,,,,,,,16406191,,,,Warszawa
"Niezależne Zrzeszenie Studentów Akademii Medycznej",,00724,,,,,16407819,,,,,,,16406192,,,,Kraków
"Niezależne Zrzeszenie Studentów Akademii Rolniczej] ""Ikar""",,00725,,,,,16407820,,,,,,,16406193,,,,Wrocław
"Niezależne Zrzeszenie Studentów Uniwersytetu Jagiellońskiego",,00726,,,,,16407821,,,,,,,16406194,,,,Kraków
"Niezależne Zrzeszenie Studentów Uniwersytetu Warszawskiego",,00727,,,,,16407822,,,,,,,16406195,,,,Warszawa
"Niezależne Zrzeszenie Studentów WSI [Wyższej Szkoły Inżynierskiej]",,00728,,,,,16407823,,,,,,,16406196,,,,Opole
Niezależność,,00729,,,,,16407824,,,,,,,16406197,,,,Warszawa
"Niezależny Instytut Literacki",,00730,,,,,16407825,,,,,,,16406198,,,,Warszawa
"Niezależny Instytut Wydawniczy|Niezależny Instytut Wydawniczy im. Cenzorów Polskich",,00731,,,,,16407826,,,,,,,16406199,,,,"Olsztyn|Warszawa Olsztyn|Warszawa"
"Niezależny Ruch Ludowy ""Solidarność""",,00732,,,,,16407827,,,,,,,,,,,
"Niezależny Ruch Społeczny ""Solidarność"" im. ks. Jerzego Popiełuszki",,00733,,,,,16407828,,,,,,,16406200,,,,Warszawa
"Niezależny Samorządny Związek Zawodowy ""Solidarność""",,00734,,,,,16407829,,,,,,,16406201,,,,Gdańsk
"Niezależny Samorządny Związek Zawodowy ""Solidarność""",,00735,,,,,16407830,,,,,,,16406202,,,,"S. l."
"Niezależny Samorządny Związek Zawodowy ""Solidarność""",,00736,,,,,16407831,,,,,,,,,,,
"Niezależny Samorządny Związek Zawodowy ""Solidarność""",,00737,,,,,16407832,,,,,,,,,,,
"Niezależny Samorządny Związek Zawodowy ""Solidarność""",,00738,,,,,16407833,"Komisja Krajowa",9901518,,,,,,,,,
"Niezależny Samorządny Związek Zawodowy ""Solidarność""",,00739,,,,,16407834,,,,,,,,,,,
"Niezależny Samorządny Związek Zawodowy ""Solidarność""",,00740,,,,,16407835,,,,,,,,,,,
"Niezależny Samorządny Związek Zawodowy ""Solidarność""",,00741,,,,,16407836,,,,,,,,,,,
"Niezależny Samorządny Związek Zawodowy ""Solidarność""",,00742,,,,,16407837,,,,,,,,,,,
"Niezależny Samorządny Związek Zawodowy ""Solidarność""",,00743,,,,,16407838,"Region Mazowsze",9902152,,,,,,,,,
"Niezależny Samorządny Związek Zawodowy ""Solidarność""",,00744,,,,,16407839,,,,,,,,,,,
"Niezależny Samorządny Związek Zawodowy ""Solidarność""",,00745,,,,,16407840,,,,,,,,,,,
"Niezależny Samorządny Związek Zawodowy ""Solidarność""",,00746,,,,,16407841,,,,,,,,,,,
"Niezależny Samorządny Związek Zawodowy ""Solidarność""",,00747,,,,,16407842,,,,,,,,,,,
"Niezależny Samorządny Związek Zawodowy Rolników Indywidualnych ""Solidarność""",,00748,,,,,16407843,,,,,,,,,,,
Niezłomni,,00749,,,,,16407844,,,,,,,16406203,,,,Warszawa
"NIL [Niezależny Instytut Literacki]",,00750,,,,,16407845,,,,,,,16406204,,,,Warszawa
NIW,,00751,,,,,16407846,,,,,,,16406205,,,,Kraków
"NIW - Niezależna Inicjatywa Wydawnicza",,00752,,,,,16407847,,,,,,,16406206,,,,Warszawa
"NIW [Niezależny Instytut Wydawniczy]",,00753,,,,,16407848,,,,,,,16406207,,,,Warszawa
Niwa,,00754,,,,,16407849,,,,,,,16406208,,,,Kraków
NN,,00755,,,,,16407850,,,,,,,16406209,,,,Lublin
"NOP [Narodowe Odrodzenie Polski]",,00756,,,,,16407851,,,,,,,16406210,,,,Warszawa
Norma,,00757,,,,,16407852,,,,,,,16406211,,,,"S. l."
"NOS - Niezależna Oficyna Studentów|NOS [Niezależna Oficyna Studentów]",,00758,,,,,16407853,,,,,,,16406212,,,,Kraków
"NOW-a [Narodowa Organizacja Wyzwoleńcza] ""Lechia""",,00759,,,,,16407854,,,,,,,16406213,,,,Poznań
Nowa,,00760,,,,,16407855,,,,,,,16406214,,,,Gdańsk
Nowa,,00761,,,,,16407856,,,,,,,16406215,,,,Kraków
NOWa,,00762,,,,,16407857,,,,,,,16406216,,,,Warszawa
Nowa-Stara,,00763,,,,,16407858,,,,,,,16406217,,,,Warszawa
"Nowa (nakladatelství)",,00764,,,,,16407859,,,,,,,,,,,
"Nowa 3",,00765,,,,,16407860,,,,,,,16406218,,,,Wrocław?
"Nowa Fala",,00766,,,,,16407861,,,,,,,16406219,,,,Gdańsk
"nowa&arch (nakladatelství)",,00767,,,,,16407862,,,,,,,,,,,
"Nowa|[Niezależna Oficyna Wydawnicza] ""Nowa""",,00768,,,,,16407863,,,,,,,16406220,,,,Warsz.|Warszawa
NOWa|NOWA,,00769,,,,,16407864,,,,,,,16406221,,,,Warsz.|Warszawa
"Nowe Horyzonty",,00770,,,,,16407865,,,,,,,16406222,,,,Warszawa
Nowsza,,00771,,,,,16407866,,,,,,,16406223,,,,Warsz.
"NRH. OH Warszawa Niezależne Wydaw. Harcerskie",,00772,,,,,16407867,,,,,,,16406224,,,,Lublin
NSA,,00773,,,,,16407868,,,,,,,16406225,,,,"S. l."
"NSW 1.",,00774,,,,,16407869,,,,,,,16406226,,,,Warszawa
"NSZZ - Niezależny Samorządny Związek Zawodowy ""Solidarność""",,00775,,,,,16407870,,,,,,,16406227,,,,Bydgoszcz
"NSZZ ""Solidarność""",,00776,,,,,16407871,,,,,,,16406228,,,,Warszawa
