REV,group_id,Entity_Name,Entity Acronym,Alternative_form_of_name,alt_name_vol_2,Related_Entity_Sub_Entity,Related_Entity_Main_Entity,Located_Location,Grouped,entity_as_author,simple_name_loc
y,1096,Regionalny Komitet Strajkowy NSZZ Solidarność Dolny Śląsk,RKS NSZZ Solidarność Dolny Śląsk,,,,2004|2009,Wrocław,bn_books-210-%c-5989,,rksregionalnykomitetstrajkowyregiondolnyśląsknszzniezależnegosamorządnegozwiązkuzawodowegosolidarność|wrocław
y,1096,Regionalny Komitet Strajkowy NSZZ Solidarność Dolny Śląsk,RKS NSZZ Solidarność Dolny Śląsk,CDN (nakladatelství),,,2004|2009,Wrocław,bn_books-210-%c-80870,,rksnszzsolidarność|wrocław
y,1096,Regionalny Komitet Strajkowy NSZZ Solidarność Dolny Śląsk,RKS NSZZ Solidarność Dolny Śląsk,,,,2004|2009,Wrocław,bn_books-210-%c-104640,,rksnszzregionalnykomitetstrajkowyniezależnegosamorządnegozwiązkuzawodowegosolidarnośćregiondolnyśląsk|wrocław
y,1096,Regionalny Komitet Strajkowy NSZZ Solidarność Dolny Śląsk,RKS NSZZ Solidarność Dolny Śląsk,,,,2004|2009,Wrocław,bn_books-210-%c-5973,,rksregionalnykomitetstrajkowyregiondolnyśląsknszzniezależnegosamorządnegozwiązkuzawodowego|wrocław
y,1096,Regionalny Komitet Strajkowy NSZZ Solidarność Dolny Śląsk,RKS NSZZ Solidarność Dolny Śląsk,,,,2004|2009,Wrocław,bn_books-210-%c-31250,,rksregionalnykomitetstrajkowy|wrocław
y,1096,Regionalny Komitet Strajkowy NSZZ Solidarność Dolny Śląsk,RKS NSZZ Solidarność Dolny Śląsk,,,,2004|2009,Wrocław,bn_books-210-%c-8035,,wydawrksregionalnegokomitetustrajkowegodolnyśląsk|wrocław
y,1096,Regionalny Komitet Strajkowy NSZZ Solidarność Dolny Śląsk,,Charta 77 (skupina),,,2004|2009,Wrocław,bn_books-210-%c-5367,,wydawnictwarksregionalnegokomitetustrajkowegodolnyśląsk|wrocław
y,1100,Regiony,,Redakce Informace o Chartě 77,,,,Gdańsk | Kraków,bn_books-210-%c-2019|bn_books-210-%c-17750|bn_books-210-%c-22743|bn_books-210-%c-29666|bn_books-210-%c-43427|bn_books-210-%c-51867|bn_books-210-%c-95262,,regiony|gdańskkraków
y,1104,ReKontra,,Redakce Informací o Chartě 77,,,,Warszawa,bn_books-210-%c-23869|bn_books-210-%c-29181|bn_books-210-%c-32487|bn_books-210-%c-50432|bn_books-210-%c-84473|bn_books-210-%c-93773|bn_books-210-%c-35868|bn_books-210-%c-91069|bn_books-210-%c-13887|bn_books-210-%c-26383|bn_books-210-%c-39045,,rekontra|warszawa
y,1105,Renega,,,,,,Praha,cz_books-264-$$b-2428316,,renegasamizdat|praha
y,1106,Republika,,,,,,,cz_articles-610-$$a-2401630,,republikahudebnískupina
y,1107,Respublica,,,,859,,Lublin,bn_books-210-%c-25886|bn_books-210-%c-1829|bn_books-210-%c-12317|bn_books-210-%c-12484|bn_books-210-%c-22116|bn_books-210-%c-22327|bn_books-210-%c-22343|bn_books-210-%c-22365|bn_books-210-%c-22382|bn_books-210-%c-24893|bn_books-210-%c-24908|bn_books-210-%c-24930|bn_books-210-%c-35381|bn_books-210-%c-38251|bn_books-210-%c-42035|bn_books-210-%c-42047|bn_books-210-%c-42058|bn_books-210-%c-75470|bn_books-210-%c-83591|bn_books-210-%c-85947|bn_books-210-%c-98279,,respublica|lublin
y,1107,Respublica,,,,859,,Warszawa,bn_books-210-%c-5550|bn_books-210-%c-27037,,respublica|warszawa
y,1109,Resursa,,,,,,Kraków,bn_books-210-%c-51659,,resursa|kraków
y,1110,RES,,,,,,Kraków,bn_books-210-%c-86918,,res|kraków
y,1111,Rewers,,,,,,Warszawa,bn_books-210-%c-56239,,rewers|warszawa
y,1112,Rezonans|Rezonans,,,,,,Olsztyn,bn_books-210-%c-110050|bn_books-210-%c-46717,,rezonans|olsztyn
y,1113,Riviera-Remont (studentský klub),,,,,,,cz_articles-610-$$a-2391986,,rivieraremontstudentskýklub
y,1114,RKMN,,,,,,s. l.,bn_books-210-%g-82199,,rkmn|sl
y,1119,Regionalny Komitet Strajkowy Małopolska,RKS Małopolska,,,,2004|2017,Kraków,bn_books-210-%c-66685,,rksregionalnykomitetstrajkowymałopolska|kraków
y,1125,RKW NSZZ Solidarność,,,,,2004,s. l.,bn_books-210-%g-18595,,rkwnszzsolidarność|sl
y,1131,Regionalna Komisja Wykonawcza NSZZ Solidarność Region Małopolska,RKW NSZZ Solidarność Dolny Śląsk,,,,2004|2017,Kraków,bn_books-210-%c-73290,,rkwregionalnakomisjawykonawcza|kraków
y,1132,Robotnik,,,,,,Warszawa,bn_books-210-%g-37395|bn_books-210-%g-65489|bn_books-210-%g-82648|bn_books-210-%g-102009,,robotnik|warsz
y,1132,Robotnik,,,,,,Warszawa,bn_books-210-%c-13408|bn_books-210-%c-32886|bn_books-210-%c-65489|bn_books-210-%c-91731,,robotnik|warszawa
y,1134,Ruch Oporu NZS,,,,,2001,S. l.,bn_books-210-%c-30175,,ronzs|sl
y,1136,Rosa,,,,,,Radom,bn_books-210-%c-4062|bn_books-210-%c-15482,,rosa|radom
y,1137,Rostislav Valušek,,,,,,Olomouc,cz_books-264-$$b-2425628|cz_books-264-$$b-2425919,tak,rostislavvalušeksamizdat|olomouc
y,1138,Rota,,,,,,Kraków,bn_books-210-%c-1212|bn_books-210-%c-3573|bn_books-210-%c-30913|bn_books-210-%c-30928|bn_books-210-%c-30957|bn_books-210-%c-38086|bn_books-210-%c-38270|bn_books-210-%c-39884|bn_books-210-%c-39904|bn_books-210-%c-39929|bn_books-210-%c-39946|bn_books-210-%c-39965|bn_books-210-%c-39979|bn_books-210-%c-47321|bn_books-210-%c-51471|bn_books-210-%c-56364|bn_books-210-%c-56690|bn_books-210-%c-64435|bn_books-210-%c-64453|bn_books-210-%c-64585|bn_books-210-%c-73920|bn_books-210-%c-76918|bn_books-210-%c-77883|bn_books-210-%c-79801|bn_books-210-%c-84267|bn_books-210-%c-104689|bn_books-210-%c-105844|bn_books-210-%c-106000|bn_books-210-%c-106038,,rota|kraków
y,1139,Roxolania,,,,,,Gdańsk,bn_books-210-%c-70228,,roxolania|gdańsk
y,1140,Rozstaje,,,,,,S. l.|S.l.,bn_books-210-%c-59949|bn_books-210-%c-74030,,rozstaje|sl
y,1142,Ruch Młodej Polski,,,,,,Kraków,bn_books-210-%c-94678,,ruchmłodejpolski|kraków
y,1142,Ruch Młodej Polski,,DiP-Konwersatorium Doświadczenie i Przyszłość,,,,,bn_books-110-%1-83110|bn_books-110-%1-83124|bn_books-110-%1-83134|bn_books-110-%1-83146,,ruchmłodejpolski|
y,1144,Ruch Młodzieży Katolickiej NZS PWr.,,Doświadczenie i Przyszłość,,,2001,Wrocław,bn_books-210-%c-38462,,ruchmłodzieżykatolickiejnzsniezależnegozrzeszeniastudentówpolitechnikawrocławska|wrocław
y,1146,Ruch Młodzieży Niezależnej,,Doświadczenie i Przyszłość (diskusní klub),,,,Gorzów Wielkopolski,bn_books-210-%c-41921,,ruchmłodzieżyniezależnej|gorzówwielkopolski
y,1146,Ruch Młodzieży Niezależnej,,,,,,Wrocław,bn_books-210-%c-70411,,ruchmłodzieżyniezależnejdolnyśląsk|wrocław
y,1148,Ruch Obrony Praw Człowieka i Obywatela,ROPCiO,,,,,Warszawa,bn_books-210-%c-91495,,ruchobronyprawczłowiekaiobywatela|warszawa
y,1148,Ruch Obrony Praw Człowieka i Obywatela,ROPCiO,,,,,,cz_articles-610-$$a-2362923,,ropczohnutínaobranulidskýchaobčanskýchpráv
y,1148,Ruch Obrony Praw Człowieka i Obywatela,ROPCiO,na zlec. Dolnośląskiej Rady Edukacji,,,,,bn_books-110-%1-83158,,ruchobronyprawczłowiekaiobywatela|
y,1149,"Ruch Oporu Społecznego Wolność, Niepodległość",,,,,,Kraków,bn_books-210-%c-72069,,ruchoporuspołecznegowolnośćniepodległość|kraków
y,1150,Ruch Polityczny Wyzwolenie,,,,,,,bn_books-110-%1-83191,,ruchpolitycznywyzwolenie|
y,1151,Ruch Polityki Realnej,RPR,,,,,Warszawa,bn_books-210-%c-83202,,rpr|warszawa
y,1151,Ruch Polityki Realnej,RPR,,,,,,bn_books-110-%1-83202,,ruchpolitykirealnej|
y,1152,Ruch Społeczny Solidarność,,Druk. Salonowa Ursyna Niemcewicza,,,2004|2009,Wrocław,bn_books-210-%c-5452|bn_books-210-%c-44194,,ruchspołecznysolidarnośćsekcjaorganizacyjna|wrocław
y,1152,Ruch Społeczny Solidarność,,,,,2004|2009,Wrocław,bn_books-210-%c-6232|bn_books-210-%c-10257|bn_books-210-%c-10282|bn_books-210-%c-15255|bn_books-210-%c-18784|bn_books-210-%c-20594|bn_books-210-%c-25105|bn_books-210-%c-30142|bn_books-210-%c-37526|bn_books-210-%c-39135|bn_books-210-%c-42445|bn_books-210-%c-50857|bn_books-210-%c-53281|bn_books-210-%c-63499|bn_books-210-%c-64789|bn_books-210-%c-67374|bn_books-210-%c-70854|bn_books-210-%c-75758|bn_books-210-%c-78182|bn_books-210-%c-84060|bn_books-210-%c-86471|bn_books-210-%c-92529|bn_books-210-%c-99085|bn_books-210-%c-102193,,ruchspołecznysolidarność|wrocław
y,1152,Ruch Społeczny Solidarność,,,,,2004|2018,Warszawa,bn_books-210-%c-51181|bn_books-210-%c-91678,,ruchspołecznysolidarność|warszawa
y,1158,Ruch Wolnych Demokratów,,Druk - Biblioteka Tygodnika Związkowego,,,,,cz_articles-610-$$a-2363687,,ruchwolnychdemokratów
y,1158,Ruch Wolnych Demokratów,,Druk. im. 11 Listopada,,,,,bn_books-110-%1-83264,,ruchwolnychdemokratów|
y,1160,Ruch Wyzwolenia Polski,RWP,Druk. Polowa im. gen. Leopolda Niedźwiadka-Okulickiego,,,,Warszawa,bn_books-210-%c-83282,,rwp|warszawa
y,1160,Ruch Wyzwolenia Polski,RWP,Druk. im. gen. L. Niedźwiadka-Okulickiego,,,,,bn_books-110-%1-83282,,ruchwyzwoleniapolski|
y,1161,Ruch Zielonych,,Druk. im. H. Dobrowolskiego,,,,Warszawa,bn_books-210-%c-91136,,ruchzielonych|warszawa
y,1163,Rytm,,Druk. im. J. Palacha,,,,Warszawa,bn_books-210-%g-80895,,rytm|warsz
y,1163,Rytm,,Druk. im. Żołnierzy AK,,,,Warszawa,bn_books-210-%c-759|bn_books-210-%c-8113|bn_books-210-%c-8144|bn_books-210-%c-8280|bn_books-210-%c-11086|bn_books-210-%c-11110|bn_books-210-%c-12566|bn_books-210-%c-14149|bn_books-210-%c-15532|bn_books-210-%c-20840|bn_books-210-%c-20904|bn_books-210-%c-22761|bn_books-210-%c-29363|bn_books-210-%c-37308|bn_books-210-%c-41803|bn_books-210-%c-44568|bn_books-210-%c-46866|bn_books-210-%c-48405|bn_books-210-%c-48724|bn_books-210-%c-49178|bn_books-210-%c-49371|bn_books-210-%c-49511|bn_books-210-%c-51023|bn_books-210-%c-51199|bn_books-210-%c-59344|bn_books-210-%c-66702|bn_books-210-%c-72871|bn_books-210-%c-78069|bn_books-210-%c-78089|bn_books-210-%c-78109|bn_books-210-%c-79202|bn_books-210-%c-79438|bn_books-210-%c-80845|bn_books-210-%c-80859|bn_books-210-%c-80895|bn_books-210-%c-82362|bn_books-210-%c-84325|bn_books-210-%c-84746|bn_books-210-%c-99194|bn_books-210-%c-99219|bn_books-210-%c-102153|bn_books-210-%c-104625|bn_books-210-%c-108075|pbl_books-nan-publishing_house-1396242,,rytm|warszawa
y,1163,Rytm,,Druk. im. Żołnierzy Armii Krajowej Regionu Świętokrzyskiego. Nurt Region Świętokrzyski,,,,,bn_books-225-%f-49178|bn_books-225-%f-72871,,rytm
y,1166,Rzymskokatolickie Wydawnictwo im. Ignacego Loyoli,,Druk. im. Żołnierzy Armii Krajowej,,,,Warszawa,bn_books-210-%c-57451,,rzymskokatolickiewydawimignacegoloyoli|warszawa
y,1167,Salus,,Druk. Polowa KOS 44 LW,,,,Praha,cz_books-264-$$b-2429249|cz_books-264-$$b-2429252,,salussamizdat|praha
y,1168,Samizdat,,Druk. Polowa KOS 44 WL,,,,Warszawa,bn_books-210-%c-103592,,samizdat|warszawa
y,1169,Samodzielna Oficyna Literacka,,Druk. Polowa nr 44 im. T. Kościuszko,,,,Poznań,bn_books-210-%c-19877|bn_books-210-%c-58205|bn_books-210-%c-68103,,samodzielnaoficynaliteracka|poznań
y,1170,Samodzielna Oficyna Wydawnicza Zakładu Karnego,,Druk. Polowa,,,,Kwidzyn,bn_books-210-%c-68114,,samodzielnaoficynawydawniczazkzakładukarnego|kwidzyn
y,1171,Samorządna Rzeczypospolita,,Druk ZPG-a ,,,,Wrocław,bn_books-210-%c-20636|bn_books-210-%c-80044,,samorządnarzeczypospolita|wrocław
y,1172,SAM,,Druk. św. Barbary,,,,S. l.,bn_books-210-%c-10147,,sam|sl
y,1173,Sanacja,,,,,,Warszawa,bn_books-210-%c-32707|bn_books-210-%c-32725|bn_books-210-%c-32743|bn_books-210-%c-86740,,sanacja|warszawa
y,1174,Savez komunista Jugoslavije,,,,,,,cz_articles-610-$$a-2418729,,savezkomunistajugoslavije
y,1175,Studencka Agencja Wydawnicza im. Uniwersytetu Zachodnio-Pomorskiego,SAW,,,,,Szczecin,bn_books-210-%c-68070,,sawstudenckaagencjawydawniczaimuniwersytetuzachodniopomorskiego|szczecin
y,1176,Studencka Agencja Wydawnicza,SAW,Duszpasterstwo Środowisk Twórczych przy Kościele Najś. im. Jezusa,,,,Warszawa,bn_books-210-%c-25798,,sawstudenckaagencjawydawnicza|warszawa
y,1177,SDS,,Duszpasterstwo Środowisk Twórczych przy Kościele Najś. im. Jezus Ojców Jezuitów,,,,s. l.,bn_books-210-%g-20681,,sds|sl
y,1178,Sekcja Zawodowa Budownictwa Regionalnego Małopolska,,,,,2004|2017,Kraków,bn_books-210-%c-69975,,sekcjazawodowabudownictwaregionalnegomałopolska|kraków
y,1179,Semafor,,Dzika Oficyna Wydawnicza im. Lenki Cvr~5ckovej,,,,Wrocław,bn_books-210-%c-23689,,semafor|wrocław
y,1181,NSZZ Solidarność Stocznia Gdańska,,Dzika Oficyna Wydawnicza im. Lenki Cvr~5ckowej,,,2004|2011,Gdańsk,bn_books-210-%c-36111,,nszzsolidarnośćsg|gdańsk
y,1181,NSZZ Solidarność Stocznia Gdańska,,Ecco|ECCO,,,2004|2011,Gdańsk,bn_books-210-%c-71661,,sgstoczniagdańskasolidarność|gdańsk
y,1182,Sieć Organizacji Zakładowych NSZZ Solidarność wiodących zakładów pracy,SIEĆ,,,,2004,Gdańsk,bn_books-210-%c-79336,,siećorganizacjizakładowychnszzniezależnegosamorządnegozwiązkuzawodowegosolidarnośćwiodącychzakładówpracy|gdańsketc
y,1183,Siglum,,,,,,Lublin,bn_books-210-%c-10133|bn_books-210-%c-43822,,siglum|lublin
y,1184,Signum,,,,,,Warszawa,bn_books-210-%c-7342|bn_books-210-%c-16433|bn_books-210-%c-23915|bn_books-210-%c-26443|bn_books-210-%c-31146|bn_books-210-%c-41198|bn_books-210-%c-59607|bn_books-210-%c-59874|bn_books-210-%c-60005|bn_books-210-%c-60619|bn_books-210-%c-60636|bn_books-210-%c-60694|bn_books-210-%c-60711|bn_books-210-%c-70275|bn_books-210-%c-77929|bn_books-210-%c-79306|bn_books-210-%c-86933|bn_books-210-%c-89104,,signum|warszawa
y,1184,Signum,,,,,,,bn_books-225-%f-79306,,signum
y,1186,Studencka Inicjatywa Wydawnicza,SIW,,,,,Poznań,bn_books-210-%c-59755,,studenckainicjatywawydawnicza|poznań
y,1186,Studencka Inicjatywa Wydawnicza,SIW,,,,,Poznań,bn_books-210-%c-38373|bn_books-210-%c-40478|bn_books-210-%c-68164|bn_books-210-%c-100219,,siwstudenckainicjatywawydawnicza|poznań
y,1188,Skarżyska Oficyna Wydawnicza,SOWA,,,,,Skarżysko-Kamienna,bn_books-210-%c-104732|bn_books-210-%c-14567,,skarżyskaoficynawydawniczasowa|skarżyskokamienna
y,1188,Skarżyska Oficyna Wydawnicza,SOWA,,,,,Skarżysko-Kamienna,bn_books-210-%g-104712,,skarżyskaoficynawydawnicza|skarżyskokamienna
y,1188,Skarżyska Oficyna Wydawnicza,SOWA,,,,,Skarżysko-Kamienna,bn_books-210-%c-53428|bn_books-210-%c-106973,,sowaskarżyskaoficynawydawnicza|skarżyskokamienna
y,1190,Społeczny Komitet Nauki,SKN,Els,,,,s. l.,bn_books-210-%g-81068,,sknspołecznykomitetnauki|sl
y,1190,Społeczny Komitet Nauki,SKN,,,,,,bn_books-225-%f-1538|bn_books-225-%f-1565|bn_books-225-%f-34571|bn_books-225-%f-39716|bn_books-225-%f-87782|bn_books-225-%f-87805|bn_books-225-%f-89705,,społecznykomitetnauki
y,1191,Skorpion,,,,,,Warszawa,bn_books-210-%c-41175|bn_books-210-%c-70570,,skorpion|warszawa
y,1192,SKS (1. Studentský výbor Solidarity),,,,,,,cz_articles-610-$$a-2362923,,sks1studentskývýborsolidarity
y,1193,Skupina A,,,,,,,cz_articles-110-$$a-2356262,,skupinaa
y,1194,Solidarność Nauczycielska,,,,,2004|2030,Lublin,bn_books-210-%c-93071,,snsolidarnośćnauczycielska|lublin
y,1194,Solidarność Nauczycielska,,,,,2004|2032,Toruń,bn_books-210-%c-32238,,solidarnośćnauczycielska|toruń
y,1195,[unknown publisher],,Estoński związek Pisarzy,,,,Bydgoszcz,bn_books-210-%c-11889,,sn|bydgoszcz
y,1196,[unknown publisher],,,,,,Częstochowa,bn_books-210-%c-19625|bn_books-210-%c-19640,,sn|częstochowa
y,1197,[unknown publisher],,,,,,Gdańsk,bn_books-210-%c-87992|bn_books-210-%c-97584|bn_books-210-%c-106199|bn_books-210-%c-110220|bn_books-210-%c-110747|bn_books-210-%c-8692|bn_books-210-%c-32858|bn_books-210-%c-36363|bn_books-210-%c-70484|bn_books-210-%c-72587|bn_books-210-%c-74199|bn_books-210-%c-83554|bn_books-210-%c-85311|bn_books-210-%c-95155|bn_books-210-%c-95173|bn_books-210-%c-95227|bn_books-210-%c-95339|bn_books-210-%c-96819|bn_books-210-%c-99317|bn_books-210-%c-99811|bn_books-210-%c-2953|bn_books-210-%c-17399|bn_books-210-%c-59512|bn_books-210-%c-16079|bn_books-210-%c-16094|bn_books-210-%c-21736|bn_books-210-%c-67247|bn_books-210-%c-67263|bn_books-210-%g-87992,,sn|gdańsk
y,1198,[unknown publisher],,,,,,Gdynia,bn_books-210-%c-36785|bn_books-210-%c-42518|bn_books-210-%c-80538|bn_books-210-%c-106816,,sn|gdynia
y,1199,[unknown publisher],,,,,,Gliwice,bn_books-210-%c-79137,,sn|gliwice
y,1200,[unknown publisher],,,,,,Gniezno,bn_books-210-%c-85986,,sn|gniezno
y,1201,[unknown publisher],,,,,,Gorzów Wielkopolski,bn_books-210-%c-83018,,sn|gorzówwielkopolski
y,1202,[unknown publisher],,,1610,,,Jasna Góra,bn_books-210-%c-31567|bn_books-210-%c-46541,,sn|jasnagóra
y,1203,[unknown publisher],,,,,,Kalisz,bn_books-210-%c-81658|bn_books-210-%c-99441|bn_books-210-%c-105184,,sn|kalisz
y,1204,[unknown publisher],,,,,,Katowice,bn_books-210-%c-61750|bn_books-210-%c-16595|bn_books-210-%c-51519|bn_books-210-%c-100907,,sn|katowice
y,1205,[unknown publisher],,,,,,Kielce|Kielce,bn_books-210-%c-70335|bn_books-210-%c-8399,,sn|kielce
y,1206,[unknown publisher],,,,,,Kraków,bn_books-210-%c-419|bn_books-210-%c-29931|bn_books-210-%c-40383|bn_books-210-%c-52055|bn_books-210-%c-55309|bn_books-210-%c-91796|bn_books-210-%c-4725|bn_books-210-%c-11762|bn_books-210-%c-12611|bn_books-210-%c-17367|bn_books-210-%c-17909|bn_books-210-%c-17923|bn_books-210-%c-19940|bn_books-210-%c-20624|bn_books-210-%c-21714|bn_books-210-%c-22663|bn_books-210-%c-25986|bn_books-210-%c-29826|bn_books-210-%c-29836|bn_books-210-%c-29870|bn_books-210-%c-29880|bn_books-210-%c-29890|bn_books-210-%c-29900|bn_books-210-%c-29910|bn_books-210-%c-29920|bn_books-210-%c-29947|bn_books-210-%c-30889|bn_books-210-%c-32455|bn_books-210-%c-33158|bn_books-210-%c-33521|bn_books-210-%c-33541|bn_books-210-%c-36308|bn_books-210-%c-36796|bn_books-210-%c-44487|bn_books-210-%c-44501|bn_books-210-%c-51084|bn_books-210-%c-51676|bn_books-210-%c-54895|bn_books-210-%c-55474|bn_books-210-%c-57182|bn_books-210-%c-61055|bn_books-210-%c-61286|bn_books-210-%c-68913|bn_books-210-%c-69793|bn_books-210-%c-73544|bn_books-210-%c-74894|bn_books-210-%c-79759|bn_books-210-%c-80137|bn_books-210-%c-84217|bn_books-210-%c-94016|bn_books-210-%c-97204|bn_books-210-%c-101028|bn_books-210-%c-101039|bn_books-210-%c-105200|bn_books-210-%c-105427|bn_books-210-%c-106867|bn_books-210-%c-110181|bn_books-210-%c-80119|bn_books-210-%c-83776|bn_books-210-%c-93985|bn_books-210-%c-2713|bn_books-210-%c-3067|bn_books-210-%c-4450|bn_books-210-%c-6142|bn_books-210-%c-8674|bn_books-210-%c-8711|bn_books-210-%c-10118|bn_books-210-%c-12784|bn_books-210-%c-15041|bn_books-210-%c-17806|bn_books-210-%c-17818|bn_books-210-%c-18719|bn_books-210-%c-24064|bn_books-210-%c-24227|bn_books-210-%c-24383|bn_books-210-%c-24499|bn_books-210-%c-27475|bn_books-210-%c-27728|bn_books-210-%c-27800|bn_books-210-%c-27875|bn_books-210-%c-28698|bn_books-210-%c-30164|bn_books-210-%c-30901|bn_books-210-%c-32804|bn_books-210-%c-33697|bn_books-210-%c-38957|bn_books-210-%c-40589|bn_books-210-%c-44838|bn_books-210-%c-44847|bn_books-210-%c-44856|bn_books-210-%c-46949|bn_books-210-%c-51892|bn_books-210-%c-52064|bn_books-210-%c-52590|bn_books-210-%c-53833|bn_books-210-%c-54097|bn_books-210-%c-54350|bn_books-210-%c-55419|bn_books-210-%c-56571|bn_books-210-%c-56954|bn_books-210-%c-58193|bn_books-210-%c-59179|bn_books-210-%c-59594|bn_books-210-%c-59929|bn_books-210-%c-60251|bn_books-210-%c-61271|bn_books-210-%c-61308|bn_books-210-%c-63600|bn_books-210-%c-63616|bn_books-210-%c-64616|bn_books-210-%c-66310|bn_books-210-%c-66327|bn_books-210-%c-66341|bn_books-210-%c-66358|bn_books-210-%c-66376|bn_books-210-%c-66389|bn_books-210-%c-68644|bn_books-210-%c-70429|bn_books-210-%c-73060|bn_books-210-%c-74716|bn_books-210-%c-78523|bn_books-210-%c-79106|bn_books-210-%c-81824|bn_books-210-%c-83437|bn_books-210-%c-85887|bn_books-210-%c-90133|bn_books-210-%c-94053|bn_books-210-%c-95016|bn_books-210-%c-95300|bn_books-210-%c-96898|bn_books-210-%c-97886|bn_books-210-%c-100478|bn_books-210-%c-101439|bn_books-210-%c-106668|bn_books-210-%c-106857|bn_books-210-%c-109265|bn_books-210-%c-4243|bn_books-210-%c-18761|bn_books-210-%c-20334|bn_books-210-%c-61142|bn_books-210-%c-261|bn_books-210-%c-31197|bn_books-210-%c-84802|bn_books-210-%c-84816,,sn|kraków
y,1207,[unknown publisher],,,,,,Kwidzyn,bn_books-210-%c-79710,,sn|kwidzyn
y,1208,[unknown publisher],,,,,,Lublin,bn_books-210-%c-29124|bn_books-210-%c-31224|bn_books-210-%c-37455|bn_books-210-%c-64392|bn_books-210-%c-99135|bn_books-210-%c-6824|bn_books-210-%c-70914|bn_books-210-%c-94227|bn_books-210-%c-94238|bn_books-210-%c-94773,,sn|lublin
y,1209,[unknown publisher],,,,,,Miejsce Piastowe,bn_books-210-%c-64089,,sn|miejscepiastowe
y,1210,[unknown publisher],,FIS - Fundacja Inicjatyw Społecznych,,,,Nowa Huta,bn_books-210-%c-91874,,sn|nowahuta
y,1211,[unknown publisher],,,,,,Olsztyn,bn_books-210-%c-36745,,sn|olsztyn
y,1212,[unknown publisher],,,,,,Opole,bn_books-210-%c-85703,,sn|opole
y,1213,[unknown publisher],,Fotonowa. Niezależna Agencja Fotograficzna,,,,Oświęcim,bn_books-210-%c-103341,,sn|oświęcim
y,1214,[unknown publisher],,Niezależna Agencja Fotograficzna - Fotonowa,,,,Poznań,bn_books-210-%c-57817|bn_books-210-%c-4834|bn_books-210-%c-13708|bn_books-210-%c-29455|bn_books-210-%c-33723|bn_books-210-%c-53933|bn_books-210-%c-55688|bn_books-210-%c-55700|bn_books-210-%c-76588|bn_books-210-%c-77120|bn_books-210-%c-91000|bn_books-210-%c-98812|bn_books-210-%c-106621|bn_books-210-%c-110657|bn_books-210-%c-2839|bn_books-210-%c-2316|bn_books-210-%c-11007|bn_books-210-%c-20528|bn_books-210-%c-30023|bn_books-210-%c-39703|bn_books-210-%c-51629|bn_books-210-%c-61740|bn_books-210-%c-66671|bn_books-210-%c-84864|bn_books-210-%c-100449,,sn|poznań
y,1215,[unknown publisher],,Niezależna Oficyna Fotograficzna Fotonowa,,,,Poznań | Kraków,bn_books-210-%c-85934,,sn|poznańkraków
y,1216,[unknown publisher],,Foto - Robotnicza Agencja Fotograficzna,,,,Radom,bn_books-210-%c-5872|bn_books-210-%c-104712,,sn|radom
y,1217,[unknown publisher],,,,,,Roma | Warszawa | etc.,bn_books-210-%c-31050,,sn|romawarszawaetc
y,1218,[unknown publisher],,,,,,Rzeszów,bn_books-210-%c-70178,,sn|rzeszów
y,1219,[unknown publisher],,staraniem Funduszu Inicjatyw Społecznych,,,,Siedlce,bn_books-210-%c-55648|bn_books-210-%c-31835,,sn|siedlce
