REV,group_id,Entity_Name,Entity Acronym,Alternative_form_of_name,alt_name_vol_2,Related_Entity_Sub_Entity,Related_Entity_Main_Entity,Located_Location,Grouped,entity_as_author,simple_name_loc
Y,148,Brzask,,"""Brzask""",,,,Warszawa,bn_books-210-%c-65647,,brzask|warszawa
Y,149,[unknown publisher],,[b.w.],,,,Poznań,pbl_books-nan-publishing_house-1396240,,bw|poznańwłaśckarków
Y,150,Bydgoska Inicjatywa Wydawnicza,,Bydgoska Inicjatywa Wydawnicza,,,,Bydgoszcz,bn_books-210-%c-71867|bn_books-210-%c-109730,,bydgoskainicjatywawydawnicza|bydgoszcz
Y,151,Bydgoska Oficyna Wydawnicza,,Bydgoska Oficyna Wydawnicza,,,,Bydgoszcz,bn_books-210-%c-37580,,bydgoskaoficynawydawnicza|bydgoszcz
Y,152,Bydgoska Sowa,,"Bydgoska ""Sowa""",,,,Bydgoszcz,bn_books-210-%c-62519,,bydgoskasowa|bydgoszcz
Y,153,Bóg i Ojczyzna,,"""Bóg i Ojczyzna""|""Bóg i Ojczyzna""]",,,,Warszawa,bn_books-210-%c-15342|bn_books-210-%c-16648|bn_books-210-%c-16806|bn_books-210-%c-23083|bn_books-210-%c-23109|bn_books-210-%c-23578|bn_books-210-%c-23605|bn_books-210-%c-61803|bn_books-210-%c-13851,,bógiojczyzna|warszawa
y,155,C. A. H.,,C. A. H.,,,,Wrocław,bn_books-210-%c-8183,,cah|wrocław
y,156,Catacumbus,,"""Catacumbus""",,,,Bydgoszcz,bn_books-210-%c-4533|bn_books-210-%c-5384|bn_books-210-%c-10637|bn_books-210-%c-43221|bn_books-210-%c-47269|bn_books-210-%c-56333|bn_books-210-%c-68014,,catacumbus|bydgoszcz
y,157,Catena,,"""Catena""",,,,Warszawa,bn_books-210-%c-21903|bn_books-210-%c-64317,,catena|warszawa
y,158,CDiA,,CDiA,,,,Warszawa,bn_books-210-%c-5042|bn_books-210-%c-88070,,cdia|warszawa
y,160,CDN,,CDN,,,,Poznań,bn_books-210-%c-14927|bn_books-210-%c-93823,,cdn|poznań
y,161,CDN,,"""CDN""",,,,Przemyśl,bn_books-210-%c-4747,,cdn|przemyśl
y,162,CDN,,"""CDN""|CDN",,,,Warszawa,bn_books-210-%c-2|bn_books-210-%c-1517|bn_books-210-%c-1680|bn_books-210-%c-1700|bn_books-210-%c-1724|bn_books-210-%c-1802|bn_books-210-%c-3026|bn_books-210-%c-3038|bn_books-210-%c-3836|bn_books-210-%c-4101|bn_books-210-%c-4564|bn_books-210-%c-4583|bn_books-210-%c-4619|bn_books-210-%c-5095|bn_books-210-%c-5106|bn_books-210-%c-5223|bn_books-210-%c-5468|bn_books-210-%c-5512|bn_books-210-%c-7001|bn_books-210-%c-7642|bn_books-210-%c-8903|bn_books-210-%c-9699|bn_books-210-%c-9713|bn_books-210-%c-10816|bn_books-210-%c-12459|bn_books-210-%c-13527|bn_books-210-%c-13717|bn_books-210-%c-13737|bn_books-210-%c-13868|bn_books-210-%c-15746|bn_books-210-%c-19023|bn_books-210-%c-21502|bn_books-210-%c-26512|bn_books-210-%c-27910|bn_books-210-%c-27929|bn_books-210-%c-28984|bn_books-210-%c-30186|bn_books-210-%c-30197|bn_books-210-%c-33777|bn_books-210-%c-35033|bn_books-210-%c-36875|bn_books-210-%c-36944|bn_books-210-%c-37154|bn_books-210-%c-37173|bn_books-210-%c-38051|bn_books-210-%c-39010|bn_books-210-%c-39781|bn_books-210-%c-40399|bn_books-210-%c-40939|bn_books-210-%c-40983|bn_books-210-%c-41020|bn_books-210-%c-41052|bn_books-210-%c-45169|bn_books-210-%c-46910|bn_books-210-%c-47373|bn_books-210-%c-48059|bn_books-210-%c-48072|bn_books-210-%c-48097|bn_books-210-%c-48110|bn_books-210-%c-48123|bn_books-210-%c-48136|bn_books-210-%c-48149|bn_books-210-%c-49027|bn_books-210-%c-51120|bn_books-210-%c-51707|bn_books-210-%c-51952|bn_books-210-%c-52391|bn_books-210-%c-52792|bn_books-210-%c-55566|bn_books-210-%c-55881|bn_books-210-%c-57367|bn_books-210-%c-58324|bn_books-210-%c-58839|bn_books-210-%c-58908|bn_books-210-%c-59153|bn_books-210-%c-59391|bn_books-210-%c-60227|bn_books-210-%c-62236|bn_books-210-%c-64165|bn_books-210-%c-65674|bn_books-210-%c-65853|bn_books-210-%c-68515|bn_books-210-%c-69347|bn_books-210-%c-74133|bn_books-210-%c-75168|bn_books-210-%c-75523|bn_books-210-%c-76242|bn_books-210-%c-76788|bn_books-210-%c-81468|bn_books-210-%c-85220|bn_books-210-%c-87115|bn_books-210-%c-88041|bn_books-210-%c-88194|bn_books-210-%c-90003|bn_books-210-%c-90740|bn_books-210-%c-93677|bn_books-210-%c-97514|bn_books-210-%c-97711|bn_books-210-%c-100757|bn_books-210-%c-103012|bn_books-210-%c-103044|bn_books-210-%c-103994|bn_books-210-%c-104678|bn_books-210-%c-105155|bn_books-210-%c-105909|bn_books-210-%c-105922|bn_books-210-%c-106773|bn_books-210-%c-13756|bn_books-210-%c-22445|bn_books-210-%c-22468|bn_books-210-%c-22490|bn_books-210-%c-30711|bn_books-210-%c-51919|bn_books-210-%c-58857|bn_books-210-%c-76933|bn_books-210-%c-107886|pbl_books-nan-publishing_house-1390325,,cdn|warszawa
y,162,CDN,,CDN (nakladatelství),,,,,cz_articles-610-$$a-2359429,,cdnnakladatelství
y,163,CD,,"""CD""",,,,Kraków,bn_books-210-%c-46305|bn_books-210-%c-102628,,cd|kraków
y,164,Cel,,"""Cel""",,,,Warszawa,bn_books-210-%c-33682|bn_books-210-%c-96927,,cel|warszawa
y,166,Centrum Badania Opinii Społecznej NSZZ Solidarność,,"Centrum Badania Opinii Społecznej NSZZ [Niezależnego Samorządnego Związku Zawodowego] ""Solidarność""",,,2004,,bn_books-225-%f-32336,,centrumbadaniaopiniispołecznejnszzniezależnegosamorządnegozwiązkuzawodowegosolidarność
y,167,Charis,,"""Charis""",,,,Warszawa,bn_books-210-%c-23334,,charis|warszawa
y,168,Charta 77,,Charta 77 (skupina),,,,,cz_articles-610-$$a-2115367|cz_articles-610-$$a-2118332|cz_articles-610-$$a-2362990|cz_articles-610-$$a-2363295|cz_articles-610-$$a-2363583|cz_articles-610-$$a-2364411|cz_articles-610-$$a-2366955|cz_articles-610-$$a-2367348|cz_articles-610-$$a-2367376|cz_articles-610-$$a-2367383|cz_articles-610-$$a-2367625|cz_articles-610-$$a-2367749|cz_articles-610-$$a-2389576|cz_articles-610-$$a-2390782|cz_articles-610-$$a-2390831|cz_articles-610-$$a-2392010|cz_articles-610-$$a-2392050|cz_articles-610-$$a-2392310|cz_articles-610-$$a-2393543|cz_articles-610-$$a-2397438|cz_articles-610-$$a-2397646|cz_articles-610-$$a-2421154,,charta77skupina
y,168,Charta 77,,Redakce Informace o Chartě 77|[Redakce Informace o Chartě 77],,,,,cz_articles-110-$$a-2390782|cz_articles-110-$$a-2390831|cz_articles-110-$$a-2364411|cz_articles-110-$$a-2366955|cz_articles-110-$$a-2389701|cz_articles-110-$$a-2392310,,redakceinformaceochartě77
y,168,Charta 77,,Redakce Informací o Chartě 77,,,,,cz_articles-110-$$a-2392395,,redakceinformacíochartě77
y,169,Chatka Żaka,,"""Chatka Żaka""",,,,Lublin,bn_books-210-%c-11960,,chatkażaka|lublin
y,170,Chałupniczy Instytut Wydawniczy im. K. Żygulskiego,,Chałupniczy Instytut Wydawniczy im. K. Żygulskiego,,,,Poznań,bn_books-210-%c-27536|bn_books-210-%c-58048|bn_books-210-%c-107550,,chałupniczyinstytutwydawniczyimkżygulskiego|poznań
y,171,Chimera,,"""Chimera""",,,,Warszawa,bn_books-210-%c-68366,,chimera|warszawa
y,172,CiS,,CiS,,,,Lublin,bn_books-210-%c-13061|bn_books-210-%c-28892|bn_books-210-%c-29094|bn_books-210-%c-48666|bn_books-210-%c-64196|bn_books-210-%c-79811|bn_books-210-%c-91192|bn_books-210-%c-96179|bn_books-210-%c-109614,,cis|lublin
y,173,Ciąg Dalszy,,"""Ciąg Dalszy""",,,,Warszawa,bn_books-210-%c-105002,,ciągdalszy|warszawa
y,174,CND,,CND,,,,Poznań,bn_books-210-%c-40466|bn_books-210-%c-41653|bn_books-210-%c-67654,,cnd|poznań
y,175,c...N,,c...N,,,,Warszawa,bn_books-210-%c-5303,,cn|warszawa
y,176,Consensus,,"""Consensus""",,,,Warszawa,bn_books-210-%c-18730|bn_books-210-%c-18745|bn_books-210-%c-73365|bn_books-210-%c-73382,,consensus|warszawa
y,177,Constans,,"""Constans""",,,,Wrocław,bn_books-210-%c-34872|bn_books-210-%c-34895|bn_books-210-%c-60470|bn_books-210-%c-110232,,constans|wrocław
y,178,Copyright,,"""Copyright""",,,,Warszawa,bn_books-210-%c-5322|bn_books-210-%c-5343|bn_books-210-%c-5399|bn_books-210-%c-5415|bn_books-210-%c-22692|bn_books-210-%c-79505,,copyright|warszawa
y,179,Cykl,,"""Cykl""",,,,S. l.,bn_books-210-%c-42615,,cykl|sl
y,180,Czas Przyszły,,"""Czas Przyszły""",,,,s. l.,bn_books-210-%g-90160,,czasprzyszły|sl
y,180,Czas Przyszły,,"""Czas Przyszły""",,,,Warszawa,bn_books-210-%c-21919|bn_books-210-%c-81949|bn_books-210-%c-90160,,czasprzyszły|warszawa
y,180,Czas Przyszły,,"""Czas Przyszły""",,,,Warszawa | etc.,bn_books-210-%c-81961,,czasprzyszły|warszawaetc
y,183,Czas,,"""Czas""",,,,Warszawa,bn_books-210-%c-20458,,czas|warszawa
y,184,Czuwanie,,"""Czuwanie""",,,,S. l.,bn_books-210-%c-103028,,czuwanie|sl
y,184,Czuwanie,,"""Czuwanie""",,,,Warszawa,bn_books-210-%c-83158,,czuwanie|warszawa
y,186,De Facto,,"""De Facto""",,,,Wrocław,bn_books-210-%c-12056,,defacto|wrocław
y,187,Der Spiegel,,Der Spiegel,,,,,cz_articles-710-$$a-2417319,,derspiegel
y,188,Dezerter,,"""Dezerter""|[""Dezerter""]",,,,Warszawa,bn_books-210-%c-83223|bn_books-210-%c-83246|bn_books-210-%c-84437|bn_books-210-%c-103290,,dezerter|warszawa
y,189,Dialogi,,"""Dialogi""",,,,Warszawa,bn_books-210-%c-42335,,dialogi|warszawa
y,190,Didero,,"""Didero""",,,,S. l.,bn_books-210-%c-68149,,didero|sl
y,191,Konwersatorium Doświadczenie i Przyszłość,DiP,DiP-Konwersatorium Doświadczenie i Przyszłość,,,,Warszawa,bn_books-210-%c-104479,,dipkonwersatoriumdoświadczenieiprzyszłość|warszawa
y,191,Konwersatorium Doświadczenie i Przyszłość,DiP,"""Doświadczenie i Przyszłość""",,,,Warszawa,bn_books-210-%c-30619|bn_books-210-%c-80798,,doświadczenieiprzyszłość|warszawa
y,191,Konwersatorium Doświadczenie i Przyszłość,DiP,Doświadczenie i Przyszłość (diskusní klub),,,,,cz_books-610-$$a-2426036|cz_books-610-$$a-2426954|cz_books-610-$$a-2427055|cz_books-610-$$a-2427056|cz_articles-610-$$a-2360877,,doświadczenieiprzyszłośćdiskusníklub
y,192,Divadlo na provázku,,Divadlo na provázku,,,,,cz_articles-610-$$a-2421555,,divadlonaprovázku
y,193,DLP,,[DLP],,,,Stalowa Wola,bn_books-210-%c-95604,,dlp|stalowawola
y,194,Dolnośląska Rada Edukacji,,Dolnośląska Rada Edukacji,,,,Wrocław,bn_books-210-%c-23471,,dolnośląskaradaedukacji|wrocław
y,194,Dolnośląska Rada Edukacji,,na zlec. Dolnośląskiej Rady Edukacji,,,,Wrocław,bn_books-210-%c-49977,,nazlecdolnośląskiejradyedukacji|wrocław
y,195,Domowe Zakłady Graficzne,,Domowe Zakłady Graficzne,,,,Warszawa,bn_books-210-%g-76758,,domowezakładygraficzne|warszawa
y,198,Droga,,"""Droga""",,,,Warszawa,bn_books-210-%c-65555|bn_books-210-%c-91212|bn_books-210-%c-105667|bn_books-210-%c-108206,,droga|warszawa
y,199,DRP,,DRP,,,,Warszawa,bn_books-210-%g-67069,,drp|warsz
y,200,Drukarnia nr 1 im. płk. Czesława Mączyńskiego,,Drukarnia nr 1 im. płk. Czesława Mączyńskiego,,,,Warszawa,bn_books-210-%c-85158,,drukarnianr1impłkczesławamączyńskiego|warszawa
y,201,Drukarnia Salonowa Ursyna Niemcewicza,,Druk. Salonowa Ursyna Niemcewicza,,,,Warszawa,bn_books-210-%g-2590,,druksalonowaursynaniemcewicza|warsz
y,201,Drukarnia Salonowa Ursyna Niemcewicza,,Drukarnia Salonowa Ursyna Niemcewicza,,,,Warszawa,bn_books-210-%c-2601,,drukarniasalonowaursynaniemcewicza|warszawa
y,202,Druk,,"""Druk""",,,41,Warszawa,bn_books-210-%c-73474,,druk|warszawa
y,202,Druk,,"""Druk"" - Biblioteka Tygodnika Związkowego",,,,Warszawa,bn_books-210-%c-45270,,drukbibliotekatygodnikazwiązkowego|warszawa
y,203,Drukarnia im. 11 Listopada,,Druk. im. 11 Listopada,,,,s. l.,bn_books-210-%g-91768,,drukim11listopada|sl
y,204,Drukarnia Polowa im. gen. Leopolda Niedźwiadka-Okulickiego,,Druk. Polowa im. gen. Leopolda Niedźwiadka-Okulickiego,,,,s. l.,bn_books-210-%g-78808,,drukpolowaimgenleopoldaniedźwiadkaokulickiego|sl
y,204,Drukarnia Polowa im. gen. Leopolda Niedźwiadka-Okulickiego,,Druk. im. gen. L. Niedźwiadka-Okulickiego,,,,s. l.,bn_books-210-%g-110671,,drukimgenlniedźwiadkaokulickiego|sl
y,205,Drukarnia im. H. Dobrowolskiego,,Druk. im. H. Dobrowolskiego,,,,s. l.,bn_books-210-%g-74097|bn_books-210-%g-74114,,drukimhdobrowolskiego|sl
y,206,Drukarnia im. J. Palacha,,Druk. im. J. Palacha,,,,Szczecin,bn_books-210-%g-90455,,drukimjpalacha|szczec
y,207,Drukarnia im. Żołnierzy Armii Krajowej,,Druk. im. Żołnierzy AK,,,,s. l.,bn_books-210-%g-30793,,drukimżołnierzyak|sl
y,207,Drukarnia im. Żołnierzy Armii Krajowej,,Druk. im. Żołnierzy Armii Krajowej Regionu Świętokrzyskiego. Nurt Region Świętokrzyski,,,,s. l.,bn_books-210-%g-14567,,drukimżołnierzyarmiikrajowejregionuświętokrzyskiegonurtregionświętokrzyski|sl
y,207,Drukarnia im. Żołnierzy Armii Krajowej,,Druk. im. Żołnierzy Armii Krajowej,,,,Skarżysko-Kamienna,bn_books-210-%g-104732,,drukimżołnierzyarmiikrajowej|skarżyskokamienna
y,211,Drukarnia Polowa KOS 44 Wydawnictwo Literackie,,Druk. Polowa KOS 44 LW,,,,s. l.,bn_books-210-%g-94293,,drukpolowakos44lw|sl
y,211,Drukarnia Polowa KOS 44 Wydawnictwo Literackie,,Druk. Polowa KOS 44 WL,,,,s. l.,bn_books-210-%g-94260|bn_books-210-%g-94271|bn_books-210-%g-94282,,drukpolowakos44wl|sl
y,213,Drukarnia Polowa nr 44 im. T. Kościuszko,,Druk. Polowa nr 44 im. T. Kościuszko,,,,s. l.,bn_books-210-%g-72069,,drukpolowanr44imtkościuszko|sl
y,214,Drukarnia Polowa,,Druk. Polowa,,,,s. l.,bn_books-210-%g-94249,,drukpolowa|sl
Y,217,Zarząd Portu Gdynia,ZPG,Druk ZPG-a ,,,2004|2011,Gdynia,pbl_books-nan-publishing_house-1396882,,drukzpgakomisjazakładowanszzsolidarnośćprzywyższejszkolemorskiejwgdyni|gdynia
y,219,Drukarnia św. Barbary,,Druk. św. Barbary,,,,Tarnów,bn_books-210-%g-191,,drukśwbarbary|tarnów
y,220,Duch a život,,[Duch a život] ,,,,Praha,cz_books-264-$$b-2427038,,duchaživotsamizdat|praha
y,221,Duszpasterstwo Ludzi Pracy Wola,,"Duszpasterstwo Ludzi Pracy ""Wola""",,,,Warszawa,bn_books-210-%c-6122,,duszpasterstwoludzipracywola|warszawa
y,222,Duszpasterstwo Pracownicze,,Duszpasterstwo Pracownicze,,,,S. l.,bn_books-210-%c-93859,,duszpasterstwopracownicze|sl
y,223,Duszpasterstwo Środowisk Twórczych przy Kościele Najświętszego imienia Jezusa,,Duszpasterstwo Środowisk Twórczych przy Kościele Najś[więtszego] im[ienia] Jezusa,,,,Łódź,bn_books-210-%c-80780,,duszpasterstwośrodowisktwórczychprzykościelenajświętszegoimieniajezusa|łódź
y,223,Duszpasterstwo Środowisk Twórczych przy Kościele Najświętszego imienia Jezusa,,Duszpasterstwo Środowisk Twórczych przy Kościele Najś[więtszego] im[ienia] Jezus Ojców Jezuitów,,,,Łódź,bn_books-210-%c-101119|bn_books-210-%c-101133|bn_books-210-%c-110733,,duszpasterstwośrodowisktwórczychprzykościelenajświętszegoimieniajezusojcówjezuitów|łódź
y,225,Dzika Oficyna Wydawnicza im. Lenki Cvrčkovej,,Dzika Oficyna Wydawnicza im. Lenki Cvrčkovej,,,,Wrocław,bn_books-210-%c-99107,,dzikaoficynawydawniczaimlenkicvr1ckowej|wrocław
y,225,Dzika Oficyna Wydawnicza im. Lenki Cvrčkovej,,Dzika Oficyna Wydawnicza im. Lenki Cvr~5ckovej,,,,Wrocław,bn_books-210-%c-8799|bn_books-210-%c-24172,,dzikaoficynawydawniczaimlenkicvr5ckovej|wrocław
y,225,Dzika Oficyna Wydawnicza im. Lenki Cvrčkovej,,Dzika Oficyna Wydawnicza im. Lenki Cvr~5ckowej,,,,Wrocław,bn_books-210-%c-99123,,dzikaoficynawydawniczaimlenkicvr5ckowej|wrocław
Y,228,ECCO,,"""ECCO""|""Ecco""",,,,Warszawa,bn_books-210-%c-48352|bn_books-210-%c-26930|bn_books-210-%c-27148,,ecco|warszawa
Y,229,Edice Expedice,,Edice Expedice,,,,Praha,cz_books-264-$$b-2427497|cz_books-264-$$b-2428302,,ediceexpedicesamizdat|praha
Y,230,Edice Petlice,,[Edice Petlice],,,,Praha,cz_books-264-$$b-2428314,,edicepetlicesamizdat|praha
Y,231,Edice Prameny,,Edice Prameny,,,,Brno,cz_books-264-$$b-2427017,,edicepramenysamizdat|brno
Y,232,Editions Spotkania,,Editions Spotkania,,,,Warszawa | Paryż,bn_books-210-%c-72407,,editionsspotkania|warszawaparyż
Y,233,ED,,ED,,,,S. l.,bn_books-210-%c-5913,,ed|sl
Y,234,Ekstremista,,"""Ekstremista""",,,,Warszawa,bn_books-210-%c-73453,,ekstremista|warszawa
Y,235,Eldruk,,"""Eldruk""",,,,s. l.,bn_books-210-%g-48646,,eldruk|sl
Y,236,Elipsa,,"""Elipsa""",,,,S. l.,bn_books-210-%c-61857,,elipsa|sl
Y,237,Eljot,,"""Eljot""",,,,S. l.,bn_books-210-%c-30213,,eljot|sl
Y,239,ELS,,"""Els""",,,,S. l.,bn_books-210-%c-3238,,els|sl
Y,239,ELS,,"""ELS""",,,,Wrocław,bn_books-210-%c-26728,,els|wrocław
Y,240,Enigma,,"""Enigma""",,,,Kraków,bn_books-210-%c-55197|bn_books-210-%c-55213,,enigma|kraków
Y,241,Enklawa,,"""Enklawa""",,,,Warszawa,bn_books-210-%c-13190|bn_books-210-%c-13301|bn_books-210-%c-26796|bn_books-210-%c-27765|bn_books-210-%c-28295|bn_books-210-%c-28314|bn_books-210-%c-28364|bn_books-210-%c-56137,,enklawa|warszawa
Y,242,Errata,,"""Errata""",,,,Poznań,bn_books-210-%c-4485|bn_books-210-%c-7539|bn_books-210-%c-27594|bn_books-210-%c-52411|bn_books-210-%c-56379|bn_books-210-%c-58371|bn_books-210-%c-104145,,errata|poznań
Y,243,Errata,,"""Errata""",,,,Szczecin,bn_books-210-%c-1036|bn_books-210-%c-21569|bn_books-210-%c-25904|bn_books-210-%c-38135|bn_books-210-%c-38149|bn_books-210-%c-38762|bn_books-210-%c-78367,,errata|szczecin
Y,244,Errata,,"""Errata""",,,,Warszawa,bn_books-210-%c-27784|bn_books-210-%c-48224|bn_books-210-%c-49265|bn_books-210-%c-49282|bn_books-210-%c-81973,,errata|warszawa
Y,245,Estoński Związek Pisarzy,,Estoński związek Pisarzy,,,,,pbl_articles-nan-subject_heading-1394624,,estońskizwiązekpisarzy
Y,246,Europa,,"""Europa""",,,,Warszawa,bn_books-210-%c-1499|bn_books-210-%c-54394|bn_books-210-%c-82736|bn_books-210-%c-82760|bn_books-210-%c-87845|bn_books-210-%c-108584,,europa|warszawa
Y,247,Evropský kulturní klub,,Evropský kulturní klub,,,,,cz_articles-610-$$a-2404320,,evropskýkulturníklub
Y,248,Fakty,,"""Fakty""",,,,Warszawa,bn_books-210-%c-97403,,fakty|warszawa
Y,249,Fakty,,"""Fakty""",,,,Wrocław,bn_books-210-%c-33132,,fakty|wrocław
Y,250,Fakt,,"""Fakt""",,,,Gdańsk,bn_books-210-%c-36350|bn_books-210-%c-99391|bn_books-210-%c-103231,,fakt|gdańsk
Y,251,Fakt,,"""Fakt""",,,,Łódź,bn_books-210-%c-1251|bn_books-210-%c-3434|bn_books-210-%c-7737|bn_books-210-%c-8938|bn_books-210-%c-10467|bn_books-210-%c-10968|bn_books-210-%c-14530|bn_books-210-%c-25156|bn_books-210-%c-26462|bn_books-210-%c-42069|bn_books-210-%c-43892|bn_books-210-%c-44666|bn_books-210-%c-52619|bn_books-210-%c-59329|bn_books-210-%c-59818|bn_books-210-%c-61899|bn_books-210-%c-61913|bn_books-210-%c-68179|bn_books-210-%c-84849|bn_books-210-%c-89578|bn_books-210-%c-103369|bn_books-210-%c-104445|bn_books-210-%c-110008|bn_books-210-%g-8938|bn_books-210-%g-14768|bn_books-210-%g-15638|bn_books-210-%g-50643|bn_books-210-%g-51221|bn_books-210-%g-98298|bn_books-210-%g-110008,,fakt|łódź
Y,252,Federacja Młodzieży Walczącej,FMW,Federacja Młodzieży Walczącej,,,2003,,cz_articles-610-$$a-2363407|cz_articles-610-$$a-2393570,,federacjamłodzieżywalczącej
Y,253,Federacja Południowo-Zachodnia Niezależnego Zrzeszenia Studentów,,Federacja Południowo-Zachodnia Niezależnego Zrzeszenia Studentów,,,2001,S. l.,bn_books-210-%c-51691,,federacjapołudniowozachodnianiezależnegozrzeszeniastudentów|sl
Y,254,Federální shromáždění,,Federální shromáždění,,,,,cz_articles-610-$$a-2389626,,federálníshromáždění
Y,255,Feniks,,"""Feniks""",,,,Warszawa,bn_books-210-%c-4641|bn_books-210-%c-5679|bn_books-210-%c-10844|bn_books-210-%c-98234|bn_books-210-%c-100684,,feniks|warszawa
Y,256,Feniks,,"""Feniks""",,,,Wrocław,bn_books-210-%c-37725|bn_books-210-%c-37745|bn_books-210-%c-49443|bn_books-210-%c-62835|bn_books-210-%c-67763|bn_books-210-%c-85419|bn_books-210-%c-93015|bn_books-210-%c-104347|bn_books-210-%c-104355,,feniks|wrocław
Y,257,Filip,,"""Filip""",,,,Bydgoszcz,bn_books-210-%c-72498,,filip|bydgoszcz
Y,258,Film i Literatura,,"""Film i Literatura""",,,,Łódź,bn_books-210-%c-38843,,filmiliteratura|łódź
Y,259,Fin De Siecle - Akademicki Klub Liberalny,,Fin De Siecle - Akademicki Klub Liberalny,,,,Gdańsk,bn_books-210-%c-91918,,findesiecleakademickiklubliberalny|gdańsk
Y,260,Fundacja Inicjatyw Społecznych,FIS,FIS - Fundacja Inicjatyw Społecznych,,,,Lublin,bn_books-210-%c-52010,,fisfundacjainicjatywspołecznych|lublin
Y,261,Fontanna,,"""Fontanna""",,,,Warszawa,bn_books-210-%c-58515,,fontanna|warszawa
Y,262,Forum Niezależnych,,Forum Niezależnych,,,,Warszawa,bn_books-210-%c-18306,,forumniezależnych|warszawa
y,263,Niezależna Agencja Fotograficzna FOTONOWA,FOTONOWA,Fotonowa. Niezależna Agencja Fotograficzna,,,695,Warszawa,bn_books-210-%c-52544,,fotonowaniezależnaagencjafotograficzna|warszawa
y,263,Niezależna Agencja Fotograficzna FOTONOWA,FOTONOWA,Niezależna Agencja Fotograficzna - Fotonowa,,,695,Warszawa,bn_books-210-%c-25958|bn_books-210-%c-26527|bn_books-210-%c-30762,,niezależnaagencjafotograficznafotonowa|warszawa
y,263,Niezależna Agencja Fotograficzna FOTONOWA,FOTONOWA,Niezależna Oficyna Fotograficzna Fotonowa,,,,Warszawa,bn_books-210-%c-46347,,niezależnaoficynafotograficznafotonowa|warszawa
y,264,Robotnicza Agencja Fotograficzna - Foto,,Foto - Robotnicza Agencja Fotograficzna,,,,Warszawa,bn_books-210-%c-38915,,fotorobotniczaagencjafotograficzna|warszawa
Y,265,FotoSolidarność,,FotoSolidarność,,,2004,S. l.,bn_books-210-%c-15511,,fotosolidarność|sl
y,266,Francuski PEN-Club,,Francuski PEN-Club,,,,,pbl_articles-nan-subject_heading-1393479|pbl_articles-nan-subject_heading-1394460,,francuskipenclub
y,267,Fundusz Inicjatyw Społecznych,,staraniem Funduszu Inicjatyw Społecznych,,,,Lublin,bn_books-210-%c-109004,,staraniemfunduszuinicjatywspołecznych|lublin
y,267,Fundusz Inicjatyw Społecznych,,Fundusz Inicjatyw Społecznych,,,,Lublin,bn_books-210-%c-21298|bn_books-210-%c-29467|bn_books-210-%c-38014|bn_books-210-%c-69778|bn_books-210-%c-86130|bn_books-210-%c-107489|pbl_books-nan-publishing_house-1395518,,funduszinicjatywspołecznych|lublin
y,268,Fundusz Wydawniczy Naszego Czasu,,"Fundusz Wydawniczy ""Naszego Czasu""",,,,Gdańsk,bn_books-210-%c-78644,,funduszwydawniczynaszegoczasu|gdańsk
y,269,FWP EM,,"FWP ""EM""",,,,s. l.,bn_books-210-%g-74654,,fwpem|sl
y,270,Galeria Bez Miejsca,,"""Galeria Bez Miejsca""",,,,S. l.,bn_books-210-%c-46077,,galeriabezmiejsca|sl
y,271,Galeria Działań Maniakalnych,,Galeria Działań Maniakalnych,,,,,cz_articles-610-$$a-2394002,,galeriadziałańmaniakalnych
y,272,Galeria GN,,Galeria GN,,,,Gdańsk,bn_books-210-%c-104770,,galeriagn|gdańsk
y,273,Gdańskie Towarzystwo Polityczne Młoda Polska,,"Gdańskie Towarzystwo Polityczne ""Młoda Polska""",,,602,Gdańsk,bn_books-225-%f-10418|bn_books-225-%f-57261,,gdańskietowarzystwopolitycznemłodapolska
y,273,Gdańskie Towarzystwo Polityczne Młoda Polska,,"GTP ""Młoda Polska""",,,602,Gdańsk,bn_books-210-%c-57261,,gtpmłodapolska|gdańsk
y,274,Gdański Sierpień,,"""Gdański Sierpień""",,,,Gdańsk,bn_books-210-%c-26049|bn_books-210-%c-104748,,gdańskisierpień|gdańsk
y,275,Gdańsk,,"""Gdańsk""",,,,Gdańsk,bn_books-210-%c-95127|bn_books-210-%c-103879,,gdańsk|gdańsk
y,276,G gest,,G gest,,,,S. l.,bn_books-210-%c-83630,,ggest|sl
y,277,Gilosz,,Gilosz,,,,Warszawa,bn_books-210-%c-20511,,gilosz|warszawa
y,278,Goniec Wielkopolski,,"""Goniec Wielkopolski""",,,,Poznań,bn_books-210-%c-2304|bn_books-210-%c-96806,,goniecwielkopolski|poznań
