group_id,Entity_Name,Entity Acronym,Alternative_form_of_name,Related_Entity_Sub_Entity,Related_Entity_Main_Entity,Located_Location,Grouped,entity_as_author,simple_name_loc
559,Miroslav Svoboda,,,,,Plzeň,cz_books-264-$$b-2429611|cz_books-264-$$b-2426012,tak,miroslavsvobodasamizdat|plzeň
560,Międzynarodowa Organizacja Pracy,,,,,,bn_books-710-%1-55566,,międzynarodowaorganizacjapracy
561,Międzyregionalna Komisja Obrony NSZZ Solidarność,,,,2038|2004,Łódź,bn_books-210-%c-65905,,międzyregionalnakomisjaobronynszzniezależnegosamorządnegozwiązkuzawodowegosolidarność|łódź
562,Międzyszkolny Komitet Oporu,,,,,Wrocław,bn_books-210-%c-102703,,wrocław|międzyszkolnykomitetoporu
563,Międzyuczelniany Opozycyjny Ruch Studencki,,,,,Warszawa,bn_books-210-%c-84525,,warszawa|międzyuczelnianyopozycyjnyruchstudencki
564,Międzywydziałowe Koło Naukowe Wiedza,,,,,,bn_books-225-%f-75873|bn_books-225-%f-73746,,międzywydziałowekołonaukowewiedza
565,Międzyzakladowy Komitet Strajkowy,,,,,Tarnów,bn_books-210-%c-94201,,tarnówetc|międzyzakladowykomitetstrajkowy
567,Międzyzakładowa Oficyna Wydawnicza Mowa,,Międzyzakładowa Oficyna Wydawnicza - Mowa|Międzyzakładowa Oficyna Wydawnicza Mowa,,,Łódź,bn_books-210-%c-42483|bn_books-210-%c-34979|bn_books-210-%c-58138,,międzyzakładowaoficynawydawniczamowa|łódź
569,Międzyzakładowa Struktura Solidarności V,,MSS-Międzyzakładowa Struktura Solidarności|Międzyzakładova Struktura Solidarności V|Międzyzakładowa Struktura Solidarności|MSS - Międzyzakładowa Struktura Solidarności,,2004|2018,Warszawa,bn_books-210-%c-70255|bn_books-210-%c-49475|bn_books-210-%c-64638|bn_books-210-%c-53545|bn_books-210-%c-53521|bn_books-210-%c-51001|bn_books-210-%c-10096|bn_books-210-%c-43252|bn_books-210-%c-16028|bn_books-210-%c-16570|bn_books-210-%c-21383|bn_books-210-%c-19528|bn_books-210-%c-54142|bn_books-210-%c-54502|bn_books-210-%c-79025|bn_books-210-%c-14610|bn_books-210-%c-46817|bn_books-210-%c-25299|bn_books-210-%c-98738|bn_books-210-%c-109474|bn_books-210-%c-85480|bn_books-210-%c-18327|bn_books-210-%c-70549|bn_books-210-%c-31441|bn_books-210-%c-34819|bn_books-210-%c-36910|bn_books-210-%c-47589|bn_books-210-%c-100357|bn_books-210-%c-19468|bn_books-210-%c-104294|bn_books-210-%c-65263|bn_books-210-%c-100294|bn_books-210-%c-3472|bn_books-210-%c-93200|bn_books-210-%c-85459|bn_books-210-%c-77051|bn_books-210-%c-65235|bn_books-210-%c-89143|bn_books-210-%c-44416|bn_books-210-%c-110524|bn_books-210-%g-76092|bn_books-210-%c-53337|bn_books-210-%c-30226|bn_books-210-%c-25259|bn_books-210-%c-15128,,międzyzakładovaiemiędzyzakładowastrukturasolidarnościv|międzyzakładowastrukturasolidarności|warsz|międzyzakładowastrukturasolidarnościv|warszawa|mssmiędzyzakładowastrukturasolidarności
571,"Międzyzakładowy Komitet Pomocy  NSZZ  Solidarność Byliśmy, Jesteśmy, Będziemy",,"Międzyzakładowy Komitet Pomocy Byliśmy, Jesteśmy, Będziemy NSZZ Solidarność",,2038|2004,Łódź,bn_books-210-%c-96414,,międzyzakładowykomitetpomocybyliśmyjesteśmybędziemynszzniezależnegosamorządnegozwiązkuzawodowegosolidarność|łódź
572,Międzyzakładowy Komitet Założycielski Małopolska,,,,2017|2004,Kraków,bn_books-210-%c-28640,,międzyzakładowykomitetzałożycielskimałopolska|kraków
573,Miś,,,,,Lublin,bn_books-210-%c-64209,,lublin|miś
574,Międzyzakładowa Komisja Koordynacyjna Wola,MKK Wola,MKK|MKKW|MKK -Wola|mkk|Wydaw. MKK,,,Warszawa|s. l.,bn_books-210-%c-73610|bn_books-210-%c-30033|bn_books-210-%c-69953|bn_books-210-%g-45201|bn_books-210-%g-77772|bn_books-210-%g-51724|bn_books-210-%c-104056|bn_books-210-%g-40260|bn_books-210-%c-55895|bn_books-210-%c-51724,,sl|mkkw|mkkmiędzyzakładowakomisjakoordynacyjnawola|mkk|wydawmkkmiędzyzakładowejkomisjikoordynacyjnej|warsz|mkkmiędzyzakładowakomisjakoordynacyjna|warszawa
579,Międzyzakładowy Robotniczy Komitet Solidarności,MRKS,MRK S|MKR Solidarność,,2026|2004|2018,Rzeszów|Warszawa,bn_books-210-%g-30735|bn_books-210-%c-57280,,mkrsolidarność|rzesz|mrksmiędzyzakładowyrobotniczykomitetsolidarność|warszawa
580,MKR,,,,,Rzeszów,bn_books-210-%g-2626,,rzesz|mkr
581,Międzyzakładowy Komitet Solidarność,,MK S,,2017|2004,Kraków,bn_books-210-%c-22676,,kraków|mksmiędzyzakładowykomitetsolidarność
582,Międzyzakładowy Komitet Strajkowy,MKS,MKS,,2017|2004,Kraków,bn_books-210-%c-104600|bn_books-210-%c-31910|bn_books-210-%c-30588,,kraków|mksmiędzyzakładowykomitetstrajkowy
583,Międzyzakładowy Komitet Założycielski NSZZ Solidarność,MKW NSZZ Solidarność,MKW NSZZ Solidarność,,2004,Lubin,bn_books-210-%c-52504,,lubin|mkwnszzmiędzyzakładowykomitetwykonawczyniezależnegosamorządnegozwiązkuzawodowegosolidarność
584,Międzyzakładowy Komitet Założycielski NSZZ Solidarność Wielkopolska,,MKZ Wielkopolska,,2004|2034,S. l.,bn_books-210-%c-78053,,sl|mkzmiędzyzakładykomitetzałożycielskiwielkopolska
585,Międzyzakładowy Komitet Założycielski NSZZ Solidarność  Regionu Bydgoskiego,,MKZ NSZZ Solidarność Regionu Bydgoskiego|MKZ NSZZ Solidarność,,2006|2004,Bydgoszcz,bn_books-210-%c-49118|bn_books-210-%c-49087|bn_books-210-%c-11703,,mkznszzmiędzyzakładowykomitetzałożycielskiniezależnegosamorządnegozwiązkuzawodowegosolidarność|bydgoszcz|mkznszzmiędzyzakładowykomitetzałożycielskiniezależnegosamorządnegozwiązkuzawodowegosolidarnośćregionubydgoskiego|mkznszzmiędzyzakładowykomitetzałożycielskiniezależnegosamorządnegozwiązkusolidarność
587,Międzyzakładowy Komitet Założycielski NSZZ Solidarność Ziemi Łódzkiej,MKZ NSZZ Solidarność Ziemi Łódzkiej,MKZ ZŁ NSZZ Solidarność|MKZ NSZZ Solidarność Ziemi Łódzkiej|NSZZ Solidarność MKZ Ziemi Łódzkiej|MKZ NSZZ Solidarność,,2038|2004,Łódź,bn_books-210-%c-91417|bn_books-225-%f-81048|bn_books-210-%c-44279|bn_books-210-%c-52375|bn_books-210-%c-67318|bn_books-210-%c-44267|bn_books-210-%c-44290|bn_books-210-%c-25394|bn_books-210-%c-81048,,mkzzłnszzsolidarność|mkznszzmiędzyzakładowykomitetzałożycielskiniezależnegosamorządnegozwiązkuzawodowegosolidarnośćziemiłódzkiej|nszzsolidarnośćmkzziemiłódzkiej|nszzniezależnysamorządnyzwiązekzawodowysolidarnośćmkzmiędzyzakładowegokomitetuzałożycielskiegoziemiłódzkiej|mkznszzsolidarność|łódź
589,Międzyzakładowy Komitet Założycielski NSZZ Solidarność,,MKZ NSZZ - Międzyzakładowy Komitet Założycielski Niezależnego Samorządnego Związku Zawodowego Solidarność,,2040|2004,Radom,bn_books-210-%c-79998,,mkznszzmiędzyzakładowykomitetzałożycielskiniezależnegosamorządnegozwiązkuzawodowegosolidarność|radom
590,Międzyzakładowy Komitet Założycielski NSZZ Solidarność,,MKZ NSZZ Solidarność,,2004,S. l.,bn_books-210-%c-69803,,mkznszzmiędzyzakładowykomitetzałożycielskiniezależnegosamorządnegozwiązkuzawodowegosolidarność|sl
591,Międzyzakładowy Komitet Założycielski NSZZ Solidarność,,Wydaw. MKZ-u Solidarność|MKZ NSZZ Solidarność|Solidarność MKZ NSZZ,,2009|2004,Wrocław,bn_books-210-%c-34677|bn_books-210-%c-28333|bn_books-210-%c-90506|bn_books-210-%c-34697|bn_books-210-%c-32133,,mkznszzmiędzyzakładowykomitetzałożycielskiniezależnegosamorządnegozwiązkuzawodowegosolidarność|wrocław|solidarnośćmkznszzmiędzyzakładowegokomitetuzałożycielskiegoniezależnegosamorządnegozwiązkuzawodowego|wydawmkzumiędzyzakładowegokomitetuzałożycielskiegosolidarność
594,MN,,,,,Szczecin,bn_books-210-%c-36734,,mn|szczecin
595,MN,,,,,Warszawa,bn_books-210-%c-53093|bn_books-210-%c-42963,,mn|warszawa
596,Morava,,,,,Olomouc,cz_books-264-$$b-2427502,,moravasamizdat|olomouc
597,Most,,,,,Warszawa,bn_books-210-%c-83482|bn_books-210-%c-86109|bn_books-210-%c-66025|bn_books-210-%c-13661|bn_books-210-%c-51993|bn_books-210-%c-11739|bn_books-210-%c-74924|bn_books-210-%c-105867|bn_books-210-%c-109663|bn_books-210-%c-47390|bn_books-210-%c-10329|bn_books-210-%c-1872|bn_books-210-%c-91778|bn_books-210-%c-79124|bn_books-210-%c-109501|bn_books-210-%c-37545|bn_books-210-%c-83047|bn_books-210-%c-14638|bn_books-210-%c-37491|bn_books-210-%c-53846|bn_books-210-%c-46189|bn_books-210-%c-10056|bn_books-210-%c-9865|bn_books-210-%c-44700|bn_books-210-%c-72022,,most|warszawa
598,Motyl - Młodzieżowa Oficyna Twórczości Literackiej,,,,,Gdańsk,bn_books-210-%c-92348,,gdańsk|motylmłodzieżowaoficynatwórczościliterackiej
599,Mowa,,,,,,bn_books-225-%f-34979,,mowa
600,MOWA - Medyczna Oficyna Wydawnicza,,,,,Kraków,bn_books-210-%c-73428,,kraków|mowamedycznaoficynawydawnicza
601,Mowa - Młodzieżowa Oficyna Wydawnicza,,,,,S. l.,bn_books-210-%c-86031,,sl|mowamłodzieżowaoficynawydawnicza
602,Młoda Polska,,MP,273,,Lublin|S. l.|Gdańsk|Warszawa|Łódź,bn_books-210-%c-59912|bn_books-210-%c-83124|bn_books-210-%c-83134|bn_books-210-%c-71219|bn_books-210-%c-60887|bn_books-210-%c-72726|bn_books-210-%c-87061|bn_books-210-%c-26878|bn_books-225-%f-92970|bn_books-210-%c-59623|bn_books-210-%c-4034|bn_books-210-%c-104103|bn_books-210-%c-99411|bn_books-210-%c-26618|bn_books-210-%c-83146|bn_books-210-%c-10418|bn_books-210-%c-110208|bn_books-210-%c-83110|bn_books-210-%c-26072|bn_books-210-%c-3880|bn_books-210-%c-97285|bn_books-210-%c-49601|bn_books-210-%c-99425|bn_books-210-%c-26889|bn_books-210-%c-99925|bn_books-210-%c-92970|bn_books-210-%c-16789|bn_books-210-%c-83688,,lublin|sl|gdańsk|mpmłodapolska|warszawa|młodapolska|łódź
603,MP,,,,,Kraków,bn_books-210-%c-11787,,kraków|mp
604,MP,,,,,Wrocław,bn_books-210-%g-18680,,wroc|mp
606,MRN,,,,,S. l.,bn_books-210-%c-97171,,sl|mrn
607,Mrtvá dlažba,,Mrtvá dlažba hudební skupina,,,,cz_articles-610-$$a-2394019,,mrtvádlažbahudebnískupina
609,Mur,,,,,Gdańsk,bn_books-210-%c-15522,,gdańsk|mur
610,Mysia 5,,,,,Warszawa,bn_books-210-%c-71678|bn_books-210-%c-2171|bn_books-210-%c-21193|bn_books-210-%c-40882|bn_books-210-%c-18650,,warszawa|mysia5
611,My,,,,,Warszawa,bn_books-210-%c-47407|bn_books-210-%c-81630,,warszawa|my
613,Myśl Niezależna,,,,,s. l.,bn_books-210-%g-19781,,sl|myślniezależna
614,Myśl Państwowa,,,,,Kraków,bn_books-210-%c-55629|bn_books-210-%c-102891,,myślpaństwowa|kraków
615,Myśl Państwowa,,,,,Warszawa,bn_books-210-%c-92468|bn_books-210-%c-10189|bn_books-210-%c-72043,,myślpaństwowa|warszawa
616,Myśl,,,,,Warszawa|s. l.,bn_books-210-%c-46662|bn_books-210-%c-32576|bn_books-210-%c-34471|bn_books-210-%g-78146|bn_books-210-%c-34941|bn_books-210-%c-101773|bn_books-210-%c-34511|bn_books-210-%c-64887|bn_books-210-%c-96397|bn_books-210-%c-93403|bn_books-210-%c-46331|bn_books-210-%c-36185|bn_books-210-%c-7659|bn_books-210-%c-65726|bn_books-210-%c-92326|bn_books-210-%c-18467|bn_books-210-%c-51780|bn_books-210-%c-38286|bn_books-210-%c-98145|bn_books-225-%f-92326|bn_books-210-%g-94886|bn_books-210-%c-24008|bn_books-210-%c-33315|bn_books-210-%c-36672|bn_books-210-%c-96445|bn_books-210-%c-83931|bn_books-210-%c-34732|bn_books-210-%c-86620|bn_books-210-%c-51596|bn_books-210-%c-98398|bn_books-210-%c-34805|bn_books-225-%f-20367|bn_books-225-%f-24008|bn_books-210-%c-35451|bn_books-210-%c-80587|bn_books-210-%c-29680|bn_books-210-%c-97682|bn_books-210-%c-47423|bn_books-210-%c-13546|bn_books-210-%c-87153|bn_books-210-%c-12153|bn_books-225-%f-741|bn_books-210-%c-95901|bn_books-210-%c-86640|bn_books-210-%c-20367|bn_books-210-%c-35428|bn_books-225-%f-38286|bn_books-210-%c-93372|bn_books-210-%c-12379|bn_books-210-%c-741|bn_books-210-%c-38304|bn_books-225-%f-101773|bn_books-210-%c-34659|bn_books-210-%c-2612|bn_books-210-%c-96020|bn_books-210-%c-68574|bn_books-225-%f-18467|bn_books-210-%c-40965|bn_books-210-%c-29695|bn_books-210-%c-35227|bn_books-210-%c-15359|bn_books-225-%f-38304|bn_books-210-%c-34784|bn_books-210-%g-66643,,warsz|sl|myśl|warszawa
625,Młodzieżowa Oficyna Literacka,,,,,Bydgoszcz,bn_books-210-%c-72511,,młodzieżowaoficynaliteracka|bydgoszcz
626,Młodzieżowa Spółdzielnia Wydawnicza,,,,,Warszawa,bn_books-210-%c-106286|bn_books-210-%c-33171,,młodzieżowaspółdzielniawydawnicza|warszawa
627,Młodzieżowe Piwnice Wydawnicze MPW,,,,,Wrocław,bn_books-210-%c-19153,,młodzieżowepiwnicewydawniczempw|wrocław
628,Młynek,,,,,Warszawa,bn_books-210-%c-53949|bn_books-210-%c-61648|bn_books-210-%c-24858|bn_books-210-%c-40113,,warszawa|młynek
629,N'99,,,,,Warszawa,bn_books-210-%c-38946,,n99|warszawa
630,Nadzieja,,,,,Warszawa,bn_books-210-%c-55521|bn_books-210-%c-106649|bn_books-210-%c-64686|bn_books-210-%c-66139,,nadzieja|warszawa
631,Niezależna Agencja Fotograficzna Kwadrat,NAF Kwadrat,NAF Kwadrat,,,Wrocław,bn_books-210-%c-107248|bn_books-210-%c-104325,,wrocław|nafniezależnaagencjafotograficznakwadrat
632,[unknown publisher],,,,,Brno,cz_books-264-$$b-2428333,,nakladatelneníznámýsamizdat|brno
633,[unknown publisher],,,,,místo vydání není známé|Místo vydání není známé,cz_books-264-$$b-2429591|cz_books-264-$$b-2427047|cz_books-264-$$b-2427918|cz_books-264-$$b-2429149|cz_books-264-$$b-2429665|cz_books-264-$$b-2426337|cz_books-264-$$b-2429633|cz_books-264-$$b-2430017|cz_books-264-$$b-2427506|cz_books-264-$$b-2428252|cz_books-264-$$b-2429199|cz_books-264-$$b-2429643|cz_books-264-$$b-2428419|cz_books-264-$$b-2429713|cz_books-264-$$b-2429975|cz_books-264-$$b-2428376|cz_books-264-$$b-2428244|cz_books-264-$$b-2428261|cz_books-264-$$b-2426024|cz_books-264-$$b-2427927|cz_books-264-$$b-2425979|cz_books-264-$$b-2429978|cz_books-264-$$b-2427021|cz_books-264-$$b-2427503|cz_books-264-$$b-2427899|cz_books-264-$$b-2427056|cz_books-264-$$b-2427418|cz_books-264-$$b-2427472|cz_books-264-$$b-2429241|cz_books-264-$$b-2429698|cz_books-264-$$b-2430047|cz_books-264-$$b-2429707|cz_books-264-$$b-2426026|cz_books-264-$$b-2428260|cz_books-264-$$b-2427512|cz_books-264-$$b-2427847|cz_books-264-$$b-2426918|cz_books-264-$$b-2426413|cz_books-264-$$b-2428386|cz_books-264-$$b-2426415|cz_books-264-$$b-2427456|cz_books-264-$$b-2427387|cz_books-264-$$b-2426029|cz_books-264-$$b-2427380|cz_books-264-$$b-2427476|cz_books-264-$$b-2429651|cz_books-264-$$b-2427869|cz_books-264-$$b-2429690|cz_books-264-$$b-2428373|cz_books-264-$$b-2430049|cz_books-264-$$b-2425988|cz_books-264-$$b-2426019|cz_books-264-$$b-2427922|cz_books-264-$$b-2427912|cz_books-264-$$b-2429170|cz_books-264-$$b-2430025|cz_books-264-$$b-2426906|cz_books-264-$$b-2427055|cz_books-264-$$b-2429196|cz_books-264-$$b-2429697|cz_books-264-$$b-2427488|cz_books-264-$$b-2428280|cz_books-264-$$b-2426027|cz_books-264-$$b-2429991|cz_books-264-$$b-2426909|cz_books-264-$$b-2429218|cz_books-264-$$b-2427424|cz_books-264-$$b-2427049|cz_books-264-$$b-2427877|cz_books-264-$$b-2427479|cz_books-264-$$b-2427933,,nakladatelneníznámýsamizdat|místovydáníneníznámé
634,[unknown publisher],,,,,Olomouc,cz_books-264-$$b-2429608|cz_books-264-$$b-2427510|cz_books-264-$$b-2426400|cz_books-264-$$b-2427879|cz_books-264-$$b-2429176|cz_books-264-$$b-2429605|cz_books-264-$$b-2428359|cz_books-264-$$b-2427863,,nakladatelneníznámýsamizdat|olomouc
635,[unknown publisher],,,,,Praha,cz_books-264-$$b-2428364|cz_books-264-$$b-2427929|cz_books-264-$$b-2428368|cz_books-264-$$b-2427859|cz_books-264-$$b-2426036|cz_books-264-$$b-2425196|cz_books-264-$$b-2428418|cz_books-264-$$b-2430041|cz_books-264-$$b-2427928|cz_books-264-$$b-2429710,,nakladatelneníznámýsamizdat|praha
636,[unknown publisher],,,,,Český Těšín,cz_books-264-$$b-2429646,,nakladatelneníznámýsamizdat|českýtěšín
637,[unknown publisher],,,,,Místo vydání není známé,cz_books-264-$$b-2428371,,nakladtaelneníznámýsamizdat|místovydáníneníznámé
638,Szaniec,,Nakładem Oficyny Szaniec,,,Łódź,pbl_books-nan-publishing_house-1396884|bn_books-210-%c-62258,,szaniec|łódź|nakłademoficynyszaniec
639,[author as publisher],,nakł. autora,,,Gdańsk,bn_books-210-%c-32474,,gdańsk|nakłautora
640,[author as publisher],,nakł. autora,,,Lublin|etc.,bn_books-210-%c-87027,,lublinetc|nakłautora
641,[author as publisher],,,,,Podkowa Leśna,bn_books-210-%c-62076,,podkowaleśna|nakłautora
642,[author as publisher],,nakł. autora,,,Poznań,bn_books-210-%c-62697,,poznań|nakłautora
643,[author as publisher],,nakł. autora,,,Warszawa,bn_books-210-%c-82271|bn_books-210-%c-98987,,warszawa|nakłautora
644,Centralny Wydział Zawodowy Polskiej Partii Socjalistycznej,,Centralny Wydział Zawodowy PPS|nakł. Centralnego Wydziału Zawodowego Polskiej Partii Socjalistycznej|nakł. Centralnego Wydziału Zawodowego PPS,,978,Warszawa,bn_books-210-%c-81999|bn_books-210-%c-29988|bn_books-210-%c-78146,,centralnywydziałzawodowyppspolskiejpartiisocjalistycznej|nakłcentralnegowydziałuzawodowegoppspolskiejpartiisocjalistycznej|warszawa|nakłcentralnegowydziałuzawodowegopolskiejpartiisocjalistycznej
646,Gazeta Polska,,nakł. Gazety Polskiej,,,Warszawa,bn_books-210-%c-62445,,nakłgazetypolskiej|warszawa
647,Grupa Emanuela Goldsteina,,nakł. Grupy Emanuela Goldsteina,,,Warszawa,bn_books-210-%c-102009,,nakłgrupyemanuelagoldsteina|warszawa
648,Grupa Polityczna Robotnik,,nakł. Grupy Politycznej Robotnik,,,Warszawa,bn_books-210-%c-72223|bn_books-210-%c-104527|bn_books-210-%c-13171|bn_books-210-%c-13379,,warszawa|nakłgrupypolitycznejrobotnik
649,Grupa Polityczna Wolność i Niepodległość,,nakł. Grupy Politycznej Wolność i Niepodległość,,,Warszawa,bn_books-210-%c-73766,,nakłgrupypolitycznejwolnośćiniepodległość|warszawa
651,Piotr Surażyński,,nakł. Piotra Surażyńskiego|nakł. P Surażyńskiego|nakł. Surażyńskiego,,,Lublin|etc.,bn_books-210-%c-6493|bn_books-210-%c-25446|bn_books-210-%c-27433|bn_books-210-%c-6448|bn_books-210-%c-4703,tak,nakłpiotrasurażyńskiego|lublinetc
652,Robotnik,,nakł. Robotnika,,,Warszawa,bn_books-210-%c-36123,,nakłrobotnika|warszawa
653,Narodowe Odrodzenie Polski,,,,,Warszawa,bn_books-210-%c-17052|bn_books-210-%c-89283|bn_books-210-%c-89668|bn_books-210-%c-97860,,warszawa|narodoweodrodzeniepolski
654,Nasza Przyszłość,,,,,Bydgoszcz,bn_books-210-%c-21126|bn_books-210-%c-11821|bn_books-210-%c-57784,,bydgoszcz|naszaprzyszłość
655,Nasz Głos,,,,,Łódź,bn_books-210-%c-1232,,naszgłos|łódź
656,Nauczycielska Oficyna Solidarności,,,,2004,Lublin,bn_books-210-%c-7588,,lublin|nauczycielskaoficynasolidarności
657,Niezależna Agencja Wydawnicza Solidarności Walczącej,NAWA,Nawa|NAWA - Niezależna Agencja Wydawnicza Solidarności Walczącej,,2003,Wrocław|Warszawa,bn_books-210-%c-5245|bn_books-210-%c-21400|bn_books-210-%c-20558|bn_books-210-%c-49824|bn_books-210-%c-57317,,nawa|niezależnaagencjawydawniczasolidarnościwalczącej|wrocław|warszawa|nawaniezależnaagencjawydawniczasolidarnościwalczącej
659,Nawias,,,,,Warszawa,bn_books-210-%c-53561|bn_books-210-%c-42353,,nawias|warszawa
661,Niezależne Zrzeszenie Studentów Unia,NZS Unia,na zlec. NZS Unia,,2001,Warszawa,bn_books-210-%c-46286,,warszawa|nazlecnzsunia
662,Serwis Informacyjny RKS NSZZ Solidarność Małopolska,,Serwis Informacyjny RKS Małopolska|na zlec. Serwisu Informacyjnego RKS Małopolska,,2017|2004,Kraków,bn_books-210-%c-78861|bn_books-210-%c-93128,,kraków|serwisinformacyjnyrksmałopolska|nazlecserwisuinformacyjnegorksregionalnegokomitetusolidarnościmałopolska
663,Zespołu do Spraw Kultury NSZZ Solidarność,,na zlec. Zespołu do Spraw Kultury NSZZ Solidarność,,2004|2018,Warszawa,bn_books-210-%c-31335,,nazleczespołudosprawkulturynszzniezależnegosamorządnegozwiązkuzawodowegosolidarność|warszawa
664,Neutrino,,,,,Warszawa,bn_books-210-%c-92640|bn_books-210-%c-53635|bn_books-210-%c-107001,,neutrino|warszawa
665,Niezależna Inicjatywa Edytorska,NIE,NIE -|NIE - Niezależna Inicjatywa Edytorska,,,Wrocław,bn_books-210-%c-45098|bn_books-210-%c-84167,,wrocław|nieniezależnainicjatywaedytorska
667,Niepodległość,,Niepodległość ;,,,Warszawa|s. l.,bn_books-210-%c-50353|bn_books-210-%g-45371|bn_books-210-%c-13097|bn_books-210-%c-2370|bn_books-210-%c-47439|bn_books-210-%c-12042|bn_books-210-%c-54634|bn_books-210-%g-44445|bn_books-210-%c-10175|bn_books-210-%c-45386|bn_books-210-%c-104667|bn_books-210-%c-30082|bn_books-210-%c-27244|bn_books-210-%c-50377|bn_books-210-%g-50353|bn_books-210-%c-15910|bn_books-210-%c-25633|bn_books-210-%c-74964|bn_books-210-%c-54616|bn_books-210-%g-54634|bn_books-210-%c-72280|bn_books-210-%c-10189,,niepodległość|sl|warsz|warszawa|niepodległośćprawymargines
670,Niezależna Agencja Fotograficzna Dementi,,,,,Wrocław,bn_books-210-%c-77818,,wrocław|niezależnaagencjafotograficznadementi
672,Niezależna Agencja Informacyjna,,,,,Wrocław,bn_books-210-%g-3958,,niezależnaagencjainformacyjna|wroc
674,Niezależna Biblioteka Krakowska,,,,,Kraków,bn_books-210-%c-84491|bn_books-210-%c-88333|bn_books-210-%c-84546|bn_books-210-%c-88313,,kraków|niezależnabibliotekakrakowska
675,Niezależna Bydgoska Oficyna,,,,,Bydgoszcz,bn_books-210-%c-101417,,bydgoszcz|niezależnabydgoskaoficyna
676,Niezależna Drukarnia Komitetu Pomocy Więzionym za Przekonania,,Niezależna Druk. KPWzP,,,Kraków,bn_books-210-%g-36002,,krak|niezależnadrukkpwzpkomitetupomocywięzionymzaprzekonania
677,Niezależna Fonoteka w Poznaniu,,,,,Poznań,pbl_books-nan-publishing_house-1391881,,poznań|niezależnafonotekawpoznaniu
678,Niezależna Grupa Non Violance,,,,,Wrocław,bn_books-210-%c-92113,,wrocław|niezależnagrupanonviolance
679,Niezależna Inicjatywa Wydawnicza,Niva,Niezależna Inicjatywa Wydawnicza Niva,,,Warszawa,bn_books-210-%c-17382|bn_books-210-%c-109362|bn_books-210-%c-21461|bn_books-210-%c-91257|bn_books-210-%c-86296,,niezależnainicjatywawydawniczaniva|warszawa|niezależnainicjatywawydawnicza
682,Niezależna Oficyna Studentów Czekając,,,,,Kraków,bn_books-210-%c-65062,,kraków|niezależnaoficynastudentówczekając
683,Niezależna Oficyna Studentów,NOS,NOS|NOS - Niezależna Oficyna Studentów,,,Kraków,bn_books-210-%c-24192|bn_books-210-%c-24600|bn_books-210-%c-24352|bn_books-210-%c-95525|bn_books-210-%c-99842|bn_books-210-%c-31382|bn_books-210-%c-19409|bn_books-210-%c-109758|bn_books-210-%c-106317,,niezależnaoficynastudentów|kraków|nosniezależnaoficynastudentów
